sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
9	OTU_97.5802.0	GCA_001542815.1	1.0	s__Methylobacterium sp001542815	exact_accession
9	OTU_97.36161.0	GCA_000814865.1	0.183165378343	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.36161.1	GCA_000179395.2	15.8168346217	s__Corynebacterium variabile	exact_accession
9	OTU_97.42454.0	GCA_001578435.1	1.0		unmapped
9	OTU_97.36183.0	GCA_000011265.1	2.92770760638	s__Staphylococcus aureus	exact_accession
9	OTU_97.36183.1	GCA_001880265.1	0.0722923936249	s__Staphylococcus aureus	exact_accession
9	OTU_97.22389.0	GCA_001543145.1	14.0	s__Aerococcus sanguinicola	exact_accession
9	OTU_97.32152.0	GCA_000159535.2	4.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.4716.0	GCA_900070355.1	1.0	s__Devriesea agamarum	exact_accession
9	OTU_97.306.0	GCA_000284595.1	1.0	s__Stenotrophomonas muris	exact_accession
9	OTU_97.27214.0	GCA_001717665.1	3.0	s__Staphylococcus aureus	unique_assembly_core
9	OTU_97.15882.0	GCA_000175215.2	1.0	s__Asticcacaulis excentricus	exact_accession
9	OTU_97.24447.0	GCA_001653315.1	2.27627083355	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.41740.0	GCA_001941465.1	2.0	s__Corynebacterium flavescens	exact_accession
9	OTU_97.34663.1	GCA_000025085.1	69.5605920587	s__Staphylococcus lugdunensis	exact_accession
9	OTU_97.34663.0	GCA_001548295.1	0.439407941323	s__Staphylococcus aureus	exact_accession
9	OTU_97.28328.0	GCA_000972725.1	1.0	s__Staphylococcus haemolyticus	exact_accession
9	OTU_97.42356.0	GCA_000210935.1	19.0	s__Streptococcus pneumoniae	exact_accession
9	OTU_97.39766.0	GCA_000143705.1	2.0		unmapped
9	OTU_97.30291.0	GCA_000184745.1	0.701167391156	s__Variovorax paradoxus_C	exact_accession
9	OTU_97.30291.1	GCA_001577265.1	0.298832608844	s__Variovorax sp001577265	exact_accession
9	OTU_97.24274.0	GCA_000013545.1	0.0246387152317	s__Streptococcus pyogenes	exact_accession
9	OTU_97.24274.1	GCA_000463465.1	0.975361284768	s__Streptococcus vaginalis	exact_accession
9	OTU_97.44833.0	GCA_000007285.1	1.0	s__Streptococcus pyogenes	exact_accession
9	OTU_97.89.0	GCA_001936195.1	528.0	s__Corynebacterium glutamicum	exact_accession
9	OTU_97.9942.0	GCA_001606005.1	1.0	s__Brevibacterium epidermidis	exact_accession
9	OTU_97.45365.1	GCA_000211075.1	9.20459959208	s__Streptococcus pneumoniae	exact_accession
9	OTU_97.22413.1	GCA_001457455.1	4.30717134454	s__Corynebacterium diphtheriae	exact_accession
9	OTU_97.22413.0	GCA_000006605.1	0.69282865546	s__Corynebacterium jeikeium	exact_accession
9	OTU_97.24503.0	GCA_001518935.2	1.0	s__Corynebacterium glutamicum	exact_accession
9	OTU_97.42074.0	GCA_000204625.1	1.0	s__Streptococcus suis	exact_accession
9	OTU_97.31905.0	GCA_000963675.1	1.0	s__Mannheimia haemolytica	exact_accession
9	OTU_97.8702.0	GCA_000754365.1	1.0	s__Flavobacterium psychrophilum	exact_accession
9	OTU_97.41428.0	GCA_000981805.1	0.909490778171	s__Citrobacter_A amalonaticus_C	exact_accession
9	OTU_97.34032.1	GCA_001725965.1	0.666128507065	s__Staphylococcus aureus	exact_accession
9	OTU_97.34032.0	GCA_000967365.1	0.333871492935	s__Staphylococcus aureus	exact_accession
9	OTU_97.33610.0	GCA_000023145.1	3.0	s__Corynebacterium kroppenstedtii	exact_accession
9	OTU_97.14853.0	GCA_001654435.1	1.0	s__Pseudomonas citronellolis	exact_accession
9	OTU_97.558.0	GCA_001563265.1	1.0	s__Sphingobium sp001563265	exact_accession
9	OTU_97.9559.0	GCA_000168355.3	1.0	s__Streptococcus suis	exact_accession
9	OTU_97.31367.0	GCA_000010185.1	2.0	s__Finegoldia magna_H	exact_accession
9	OTU_97.20026.0	GCA_000972805.1	8.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.13500.0	GCA_001679665.1	2.0	s__Vitreimonas manganica	exact_accession
9	OTU_97.142.0	GCA_000016645.1	2.0	s__Flavobacterium johnsoniae	exact_accession
9	OTU_97.31175.0	GCA_000258385.1	8.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.24447.1	GCA_000442645.1	8.72372916645	s__Corynebacterium maris	exact_accession
9	OTU_97.10859.0	GCA_001729525.1	1.0	s__Brevibacterium aurantiacum	exact_accession
9	OTU_97.3439.0	GCA_001643015.1	1.61090753205	s__Corynebacterium crudilactis	exact_accession
9	OTU_97.15506.0	GCA_000200475.1	1.0	s__Haemophilus influenzae	exact_accession
9	OTU_97.9680.0	GCA_000185885.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
9	OTU_97.44375.0	GCA_001655175.1	0.425286265564	s__Streptococcus agalactiae	exact_accession
9	OTU_97.44375.1	GCA_000772245.1	0.574713734436	s__Streptococcus pyogenes	exact_accession
9	OTU_97.4758.0	GCA_000495935.2	2.0	s__Elizabethkingia anophelis	exact_accession
9	OTU_97.25856.0	GCA_000769575.1	2.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.17807.0	GCA_001866985.1	71.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.34830.0	GCA_000253135.1	3.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.7325.0	GCA_000009405.1	1.0	s__Staphylococcus carnosus	exact_accession
9	OTU_97.34832.0	GCA_000024585.1	5.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.4881.0	GCA_001653295.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.34913.0	GCA_001298505.1	2.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.41428.1	GCA_001900495.1	0.0905092218293	s__ECMA0423 sp047199055	exact_accession
9	OTU_97.7441.0	GCA_000011325.1	4.0	s__Corynebacterium glutamicum	exact_accession
9	OTU_97.24.0	GCA_001047255.1	3.0	s__Neisseria gonorrhoeae	exact_accession
9	OTU_97.34263.0	GCA_000016685.1	1.0	s__Actinobacillus lignieresii	exact_accession
9	OTU_97.7131.0	GCA_000263755.2	20.9769062033		unmapped
9	OTU_97.7131.1	GCA_000215645.1	1.02309379666	s__Corynebacterium ulcerans	exact_accession
9	OTU_97.44585.0	GCA_000009645.1	343.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.12441.0	GCA_000341345.1	1.0	s__Corynebacterium halotolerans	exact_accession
9	OTU_97.44851.0	GCA_001647735.1	1.0	s__Haemophilus_B ducreyi	exact_accession
9	OTU_97.29924.0	GCA_000478255.2	1.0	s__Lactococcus lactis	exact_accession
9	OTU_97.5688.0	GCA_000177535.2	1.0	s__Corynebacterium resistens	exact_accession
9	OTU_97.150.0	GCA_001865765.1	11.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.7051.0	GCA_000239235.1	1.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.35010.0	GCA_001900185.1	2.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.41628.0	GCA_000227605.1	0.17154742952		unmapped
9	OTU_97.41628.1	GCA_001941485.1	0.82845257048	s__Corynebacterium frankenforstense	exact_accession
9	OTU_97.34817.0	GCA_000494875.1	4.0	s__Staphylococcus warneri	exact_accession
9	OTU_97.21432.0	GCA_001611365.1	1.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.34725.0	GCA_001618305.1	1.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.32626.0	GCA_000145595.1	1.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.35323.1	GCA_000241935.1	0.961676764565	s__Corynebacterium diphtheriae	exact_accession
9	OTU_97.35323.0	GCA_000730405.1	0.0383232354347	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.30815.0	GCA_000221625.1	0.386756105404	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.30815.1	GCA_000022905.1	4.6132438946	s__Corynebacterium aurimucosum_F	exact_accession
9	OTU_97.27418.0	GCA_001975165.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.22464.0	GCA_000189495.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
9	OTU_97.3439.1	GCA_000241875.1	0.389092467949	s__Corynebacterium diphtheriae	exact_accession
9	OTU_97.19625.0	GCA_001767255.1	0.714025529597	s__Corynebacterium pseudogenitalium	exact_accession
9	OTU_97.19625.1	GCA_000227175.1	0.285974470403	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.38845.0	GCA_000829375.1	6.0	s__Chryseobacterium sp000829375	exact_accession
9	OTU_97.13183.0	GCA_000817065.1	1.0	s__Streptococcus mutans	exact_accession
9	OTU_97.44958.1	GCA_001647895.1	5.39794786403	s__Haemophilus_B ducreyi	exact_accession
9	OTU_97.44958.0	GCA_000165525.1	0.602052135972	s__Haemophilus influenzae	exact_accession
9	OTU_97.404.0	GCA_001889125.1	1.0	s__Janibacter indicus	exact_accession
9	OTU_97.24948.0	GCA_000980815.1	11.0	s__Corynebacterium camporealense	exact_accession
9	OTU_97.8334.0	GCA_000193205.1	6.0	s__Aerococcus urinae_A	exact_accession
9	OTU_97.37297.1	GCA_001548415.1	4.47587019717	s__Staphylococcus aureus	exact_accession
9	OTU_97.37297.0	GCA_001611345.1	4.52412980283	s__Staphylococcus aureus	exact_accession
9	OTU_97.41514.0	GCA_001941505.1	2.0	s__Corynebacterium sphenisci	exact_accession
9	OTU_97.35048.0	GCA_000007645.1	3.0	s__Staphylococcus epidermidis	exact_accession
9	OTU_97.25528.0	GCA_001518795.1	1.0	s__Aerococcus urinaeequi	exact_accession
9	OTU_97.26628.1	GCA_001676705.1	0.240621266371	s__Bordetella_C bronchialis	exact_accession
9	OTU_97.1051.0	GCA_000306825.1	1.0	s__Corynebacterium ulcerans	exact_accession
9	OTU_97.76.0	GCA_000283475.1	1.0	s__Ralstonia syzygii	exact_accession
9	OTU_97.4436.0	GCA_001683115.1	1.0	s__Corynebacterium glutamicum	exact_accession
9	OTU_97.37995.0	GCA_000807315.1	1.0	s__Bradyrhizobium japonicum	exact_accession
9	OTU_97.45429.0	GCA_000180515.2	1.0	s__Streptococcus pneumoniae	exact_accession
9	OTU_97.10389.0	GCA_000732945.1	3.0	s__Corynebacterium atypicum	exact_accession
9	OTU_97.1057.0	GCA_001274895.1	3.0	s__Corynebacterium lactis	exact_accession
9	OTU_97.868.0	GCA_000444995.1	2.0	s__Paracoccus aminophilus	exact_accession
9	OTU_97.7202.0	GCA_000010225.1	11.0	s__Corynebacterium glutamicum	exact_accession
9	OTU_97.29637.0	GCA_001611425.1	6.22355583696	s__Staphylococcus aureus	exact_accession
9	OTU_97.29637.1	GCA_001188855.1	70.776444163	s__Staphylococcus coagulans	exact_accession
9	OTU_97.21926.0	GCA_001586215.1	1.0	s__Corynebacterium simulans	exact_accession
9	OTU_97.26628.0	GCA_001686365.1	1.75937873363	s__Bordetella pertussis	exact_accession
9	OTU_97.42478.0	GCA_000815165.1	1.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.45310.0	GCA_001663095.1	6.0	s__Pasteurella multocida	exact_accession
9	OTU_97.39902.0	GCA_001969445.1	0.00289085042631	s__Brachybacterium sp001969445	exact_accession
9	OTU_97.39902.1	GCA_000023405.1	0.997109149574	s__Brachybacterium faecium	exact_accession
9	OTU_97.407.0	GCA_001304715.1	1.0	s__Megasphaera elsdenii	exact_accession
9	OTU_97.36310.0	GCA_001183725.1	0.0697792779737		unmapped
9	OTU_97.36310.1	GCA_001188875.1	0.930220722026	s__Staphylococcus coagulans	exact_accession
9	OTU_97.44712.0	GCA_001922265.1	2.0	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.5420.0	GCA_000767645.1	1.0	s__Corynebacterium ulcerans	exact_accession
9	OTU_97.42457.0	GCA_001477615.1	3.0	s__Streptococcus lutetiensis	exact_accession
9	OTU_97.23139.0	GCA_000022005.1	1.0	s__Caulobacter vibrioides	exact_accession
9	OTU_97.34808.1	GCA_000818035.1	0.820330395902	s__Neisseria elongata	exact_accession
9	OTU_97.32419.0	GCA_000730365.1	0.733199363968	s__Corynebacterium pseudotuberculosis	exact_accession
9	OTU_97.32419.1	GCA_001579885.1	2.26680063603		unmapped
9	OTU_97.25225.0	GCA_000146265.3	2.0	s__Aggregatibacter actinomycetemcomitans	unique_assembly_core
9	OTU_97.44594.0	GCA_000993765.1	3.0	s__Streptococcus pyogenes	exact_accession
9	OTU_97.36530.0	GCA_001515685.1	4.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.35920.0	GCA_000011525.1	10.0	s__Staphylococcus aureus	exact_accession
9	OTU_97.31627.0	GCA_000019405.1	1.0	s__Histophilus somni	exact_accession
9	OTU_97.8581.0	GCA_000767055.1	1.0	s__Corynebacterium doosanense	exact_accession
9	OTU_97.4107.0	GCA_001618465.2	1.66318425934	s__Elizabethkingia anophelis	exact_accession
9	OTU_97.4107.1	GCA_000265385.1	0.336815740659	s__Aequorivita sublithincola	exact_accession
9	OTU_97.36238.1	GCA_001698005.1	1.99915206222	s__Neisseria meningitidis	exact_accession
9	OTU_97.36238.0	GCA_001661135.1	0.000847937783706	s__Neisseria gonorrhoeae	exact_accession
9	OTU_97.908.0	GCA_001742225.1	3.0	s__Novosphingobium resinovorum_A	exact_accession
9	OTU_97.7195.0	GCA_000939415.2	0.36794147472	s__Acinetobacter baumannii	exact_accession
9	OTU_97.7195.1	GCA_001922245.1	0.63205852528	s__Acinetobacter baumannii	exact_accession
9	OTU_97.36155.0	GCA_001014305.1	1.0	s__Streptococcus pyogenes	exact_accession
9	OTU_97.34808.0	GCA_001697105.1	0.179669604098	s__Neisseria meningitidis	exact_accession
9	OTU_97.34014.1	GCA_001717685.1	1.74348399129	s__Staphylococcus aureus	unique_assembly_core
9	OTU_97.34014.0	GCA_900092595.1	0.256516008711	s__Staphylococcus aureus	exact_accession
9	OTU_97.45246.0	GCA_000831165.1	13.0	s__Streptococcus hominis	exact_accession
