sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
23	OTU_97.35196.1	GCA_001045795.2	0.818450700084	s__Staphylococcus aureus	exact_accession
23	OTU_97.35196.0	GCA_001432245.1	0.181549299916	s__Staphylococcus equorum	exact_accession
23	OTU_97.9158.0	GCA_000281435.2	6.0	s__Klebsiella pneumoniae	exact_accession
23	OTU_97.36183.0	GCA_000011265.1	9.75902535458	s__Staphylococcus aureus	exact_accession
23	OTU_97.36183.1	GCA_001880265.1	0.240974645416	s__Staphylococcus aureus	exact_accession
23	OTU_97.27214.0	GCA_001717665.1	5.0	s__Staphylococcus aureus	unique_assembly_core
23	OTU_97.15210.0	GCA_000597965.1	0.488567256405	s__Staphylococcus aureus	exact_accession
23	OTU_97.15210.1	GCA_001549655.1	0.511432743595	s__Staphylococcus aureus	exact_accession
23	OTU_97.34663.1	GCA_000025085.1	60.6170873654	s__Staphylococcus lugdunensis	exact_accession
23	OTU_97.34663.0	GCA_001548295.1	0.382912634581	s__Staphylococcus aureus	exact_accession
23	OTU_97.39762.0	GCA_001515745.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.31767.0	GCA_000815205.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.44833.0	GCA_000007285.1	1.0	s__Streptococcus pyogenes	exact_accession
23	OTU_97.26944.0	GCA_000027045.1	3.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.34738.0	GCA_000815045.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.45365.1	GCA_000211075.1	1.84091991842	s__Streptococcus pneumoniae	exact_accession
23	OTU_97.34032.1	GCA_001725965.1	1.99838552119	s__Staphylococcus aureus	exact_accession
23	OTU_97.34032.0	GCA_000967365.1	1.00161447881	s__Staphylococcus aureus	exact_accession
23	OTU_97.34654.0	GCA_000245495.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.10163.0	GCA_000626375.1	0.389881094393	s__Salmonella enterica	exact_accession
23	OTU_97.10163.1	GCA_000800845.2	0.610118905607	s__Escherichia coli	exact_accession
23	OTU_97.16884.0	GCA_000484195.2	11.0		unmapped
23	OTU_97.23862.0	GCA_001022035.1	20.0	s__Klebsiella pneumoniae	exact_accession
23	OTU_97.39824.0	GCA_001642085.1	1.0	s__Streptococcus pantholopis	exact_accession
23	OTU_97.161.0	GCA_000385905.1	14.0	s__Salmonella enterica	exact_accession
23	OTU_97.16650.0	GCA_001936035.1	10.0	s__Klebsiella pneumoniae	exact_accession
23	OTU_97.45315.0	GCA_000144955.1	1.0		unmapped
23	OTU_97.45358.0	GCA_000463445.1	1.0	s__Streptococcus constellatus	exact_accession
23	OTU_97.29398.0	GCA_001617645.1	4.0	s__Enterobacter cloacae_M	exact_accession
23	OTU_97.34830.0	GCA_000253135.1	2.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.34832.0	GCA_000024585.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.2552.0	GCA_000981505.1	1.0	s__Methylopumilus planktonicus	exact_accession
23	OTU_97.44585.0	GCA_000009645.1	477.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.44851.0	GCA_001647735.1	7.0	s__Haemophilus_B ducreyi	exact_accession
23	OTU_97.21450.0	GCA_000412775.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.119.0	GCA_001412635.1	1.0	s__Streptococcus anginosus	exact_accession
23	OTU_97.31710.0	GCA_000009585.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.16059.0	GCA_001045995.2	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.34817.0	GCA_000494875.1	3.0	s__Staphylococcus warneri	exact_accession
23	OTU_97.32626.0	GCA_000145595.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.2104.1	GCA_001753505.1	0.305029236599	s__Escherichia coli	exact_accession
23	OTU_97.2104.0	GCA_001953015.1	2.6949707634	s__Salmonella enterica	exact_accession
23	OTU_97.44406.0	GCA_001647835.1	2.0	s__Haemophilus_B ducreyi	exact_accession
23	OTU_97.37323.1	GCA_001046095.2	0.981133623876	s__Staphylococcus aureus	exact_accession
23	OTU_97.37323.0	GCA_000967405.1	0.0188663761243	s__Staphylococcus aureus	exact_accession
23	OTU_97.22464.0	GCA_000189495.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
23	OTU_97.27108.0	GCA_001682435.2	1.0	s__Staphylococcus pseudintermedius	exact_accession
23	OTU_97.44237.0	GCA_000091725.1	26.0	s__Propionibacterium freudenreichii	exact_accession
23	OTU_97.1240.0	GCA_000786695.1	4.0	s__Collimonas arenae_A	exact_accession
23	OTU_97.34866.0	GCA_001901045.1	25.0	s__ECMA0423 sp047199055	exact_accession
23	OTU_97.18196.0	GCA_001686485.1	1.0	s__Bordetella pertussis	exact_accession
23	OTU_97.37297.1	GCA_001548415.1	4.97318910796	s__Staphylococcus aureus	exact_accession
23	OTU_97.37297.0	GCA_001611345.1	5.02681089204	s__Staphylococcus aureus	exact_accession
23	OTU_97.26393.0	GCA_000237265.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.35048.0	GCA_000007645.1	3.0	s__Staphylococcus epidermidis	exact_accession
23	OTU_97.45429.0	GCA_000180515.2	1.0	s__Streptococcus pneumoniae	exact_accession
23	OTU_97.508.0	GCA_000219875.1	6.0	s__Alicyclobacillus acidocaldarius_A	exact_accession
23	OTU_97.34614.0	GCA_001721625.1	1.0	s__Streptococcus suis	exact_accession
23	OTU_97.2454.1	GCA_000732355.1	0.132481446051	s__Streptococcus suis	exact_accession
23	OTU_97.2454.0	GCA_000007265.1	0.867518553949	s__Streptococcus agalactiae	exact_accession
23	OTU_97.16597.0	GCA_001900295.1	2.0	s__Escherichia coli	exact_accession
23	OTU_97.42478.0	GCA_000815165.1	6.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.1661.0	GCA_000210475.1	99.0	s__Escherichia coli	exact_accession
23	OTU_97.37739.0	GCA_900004855.1	1.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.409.0	GCA_001641025.1	2.0	s__Staphylococcus aureus	exact_accession
23	OTU_97.9699.0	GCA_001021005.2	44.0	s__G047199095 sp047199095	exact_accession
