sample	gtdb_species	truth_raw_abundance	truth_abundance
14	s__Acetobacterium woodii	0.278791063475	0.0020349712662408002
14	s__Bordetella holmesii	1.0	0.00729927007299243
14	s__Carnobacterium maltaromaticum	1.0	0.00729927007299243
14	s__Carnobacterium_B sp000195575	1.0	0.00729927007299243
14	s__Cellulosilyticum lentocellum	1.0	0.00729927007299243
14	s__Corynebacterium argentoratense	1.0	0.00729927007299243
14	s__Haemophilus influenzae	1.0	0.00729927007299243
14	s__Hungateiclostridium thermocellum	0.987415487248	0.007207412315678565
14	s__Lachnoclostridium phytofermentans	2.0	0.01459854014598486
14	s__Lachnospira eligens	0.721208936525	0.005264298806751629
14	s__Mageeibacillus indolicus	1.0	0.00729927007299243
14	s__Parabacteroides distasonis	1.0	0.00729927007299243
14	s__Phocaeicola dorei	1.0	0.00729927007299243
14	s__Propionibacterium freudenreichii	7.0	0.05109489051094701
14	s__Ruminiclostridium_D cellulosi	0.0125845127516	9.185775731094549e-05
14	s__Staphylococcus aureus	84.0439407941359	0.6134594218549838
14	s__Staphylococcus carnosus	1.0	0.00729927007299243
14	s__Staphylococcus equorum	1.0	0.00729927007299243
14	s__Staphylococcus lugdunensis	6.95605920587	0.05077415478737038
14	s__Staphylococcus warneri	11.0	0.08029197080291672
14	s__Streptococcus agalactiae	3.0	0.021897810218977288
14	s__Streptococcus equi	0.0956244283677	0.000697988528231361
14	s__Streptococcus hominis	2.0	0.01459854014598486
14	s__Streptococcus pneumoniae	1.9999999999998999	0.014598540145984128
14	s__Streptococcus pseudopneumoniae	1.0	0.00729927007299243
14	s__Streptococcus pyogenes	1.9043755716319999	0.013900551617751307
14	s__Streptococcus thermophilus	2.0	0.01459854014598486
14	s__Veillonella parvula	1.0	0.00729927007299243
0	s__Achromobacter xylosoxidans	3.0	0.008042895442358243
0	s__Allobosea sp001713455	0.638269508278	0.001711178306375121
0	s__Allobosea vaviloviae	0.361730491722	0.0009697868410776266
0	s__Amylolactobacillus amylophilus	9.0	0.02412868632707473
0	s__Aquipseudomonas chlororaphis_I	26.0	0.06970509383377144
0	s__Aquipseudomonas silesiensis	24.0	0.06434316353886595
0	s__Bifidobacterium bifidum	0.0411985397696	0.00011045184924824355
0	s__Bifidobacterium infantis	0.95880146023	0.002570513298203432
0	s__Bradyrhizobium diazoefficiens	0.00695487817716	1.8645785997745654e-05
0	s__Bradyrhizobium sp000026145	0.993045121823	0.002662319361455431
0	s__Flavobacterium columnare	6.75506553029	0.0181100952554669
0	s__Flavobacterium psychrophilum	0.24493446971	0.0006566607767023307
0	s__Fructilactobacillus sanfranciscensis	0.00599720725688	1.6078303637745976e-05
0	s__Herbaspirillum rubrisubalbicans	5.35339877315	0.014352275531231449
0	s__Herbaspirillum seropedicae	156.6466012269	0.4199640783562477
0	s__Lacticaseibacillus paracasei	1.186467359008	0.0031808776380907546
0	s__Lactiplantibacillus plantarum	6.993280520172	0.018748741340941354
0	s__Lactobacillus delbrueckii	4.813532640991999	0.012904913246625729
0	s__Lactobacillus helveticus	0.000722272567523	1.936387580490374e-06
0	s__Lentilactobacillus parabuchneri	1.0	0.0026809651474527475
0	s__Ligilactobacillus salivarius	16.0	0.04289544235924396
0	s__Limosilactobacillus mucosae	2.0	0.005361930294905495
0	s__Novosphingobium resinovorum_A	1.0	0.0026809651474527475
0	s__Pediococcus claussenii	1.0	0.0026809651474527475
0	s__Porphyromonas gingivalis	1.0	0.0026809651474527475
0	s__Prevotella intermedia	1.0	0.0026809651474527475
0	s__Pseudomonas aeruginosa	76.0	0.20375335120640883
0	s__Pseudomonas citronellolis	9.0	0.02412868632707473
0	s__Sphingobium fuliginis	0.00419385032045	1.1243566542759987e-05
0	s__Sphingobium sp001563265	8.0	0.02144772117962198
0	s__Sphingobium sp001563285	4.0	0.01072386058981099
0	s__Sphingopyxis alaskensis	1.99580614968	0.0053506867283639415
0	s__Stutzerimonas nitrititolerans	4.0	0.01072386058981099
1	s__Aggregatibacter actinomycetemcomitans	1.0	0.0021786492374726977
1	s__Aggregatibacter aphrophilus	1.0	0.0021786492374726977
1	s__Alicyclobacillus acidocaldarius_A	1.0	0.0021786492374726977
1	s__Anaerococcus mediterraneensis	2.0	0.004357298474945395
1	s__Burkholderia thailandensis	2.0	0.004357298474945395
1	s__Burkholderia vietnamiensis	0.624901793788	0.0013614418165315474
1	s__Campylobacter_D jejuni	21.00299499712	0.04575815903511837
1	s__Campylobacter_D lari_C	1.0	0.0021786492374726977
1	s__Campylobacter_D sp000816245	1.99700500288	0.0043507734267536746
1	s__Capnocytophaga canimorsus	1.0	0.0021786492374726977
1	s__Capnocytophaga ochracea	1.0	0.0021786492374726977
1	s__Centipeda felix	1.0	0.0021786492374726977
1	s__Chroococcidiopsis thermalis	2.0	0.004357298474945395
1	s__Chryseobacterium sp001456155	0.032993785027	7.188188459041166e-05
1	s__Comamonas tsuruhatensis	1.0	0.0021786492374726977
1	s__Corynebacterium callunae	1.0	0.0021786492374726977
1	s__Corynebacterium pseudotuberculosis	1.0	0.0021786492374726977
1	s__Cupriavidus metallidurans	1.0	0.0021786492374726977
1	s__Finegoldia magna_H	41.0	0.0893246187363806
1	s__Fusobacterium animalis	1.0	0.0021786492374726977
1	s__Fusobacterium hwasookii	1.0	0.0021786492374726977
1	s__Fusobacterium vincentii	1.0	0.0021786492374726977
1	s__Haemophilus influenzae	1.0	0.0021786492374726977
1	s__Kingella kingae	1.0	0.0021786492374726977
1	s__Leptotrichia_A sp001274535	1.0	0.0021786492374726977
1	s__Murdochiella vaginalis	1.0	0.0021786492374726977
1	s__Neisseria meningitidis	3.0	0.0065359477124180936
1	s__Pandoraea pnomenusa	0.375098206212	0.0008172074209411506
