sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
8	OTU_97.19917.0	GCA_000241915.1	2.0	s__Corynebacterium diphtheriae	exact_accession
8	OTU_97.36161.0	GCA_000814865.1	1.25926197611	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.36161.1	GCA_000179395.2	108.740738024	s__Corynebacterium variabile	exact_accession
8	OTU_97.36183.0	GCA_000011265.1	4.87951267729	s__Staphylococcus aureus	exact_accession
8	OTU_97.36183.1	GCA_001880265.1	0.120487322708	s__Staphylococcus aureus	exact_accession
8	OTU_97.4716.0	GCA_900070355.1	2.0	s__Devriesea agamarum	exact_accession
8	OTU_97.24447.0	GCA_001653315.1	38.4896704582	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.41740.0	GCA_001941465.1	3.0	s__Corynebacterium flavescens	exact_accession
8	OTU_97.856.0	GCA_000083545.1	1.0	s__Methylobacterium extorquens	exact_accession
8	OTU_97.34663.1	GCA_000025085.1	67.5731465713	s__Staphylococcus lugdunensis	exact_accession
8	OTU_97.34663.0	GCA_001548295.1	0.426853428714	s__Staphylococcus aureus	exact_accession
8	OTU_97.42356.0	GCA_000210935.1	3.0	s__Streptococcus pneumoniae	exact_accession
8	OTU_97.39766.0	GCA_000143705.1	35.0		unmapped
8	OTU_97.28645.0	GCA_001617545.1	1.0	s__Acinetobacter pittii	exact_accession
8	OTU_97.39762.0	GCA_001515745.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.30026.0	GCA_000338095.1	1.94145111126	s__Corynebacterium urealyticum	exact_accession
8	OTU_97.30026.1	GCA_000011305.1	2.05854888874	s__Corynebacterium efficiens	exact_accession
8	OTU_97.20663.0	GCA_001697465.1	0.449469985372	s__Neisseria meningitidis	exact_accession
8	OTU_97.20663.1	GCA_001697745.1	0.550530014628	s__Neisseria meningitidis	exact_accession
8	OTU_97.28623.0	GCA_000022565.1	2.0	s__Acidobacterium capsulatum	exact_accession
8	OTU_97.26944.0	GCA_000027045.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.45365.1	GCA_000211075.1	2.76137987762	s__Streptococcus pneumoniae	exact_accession
8	OTU_97.34011.0	GCA_001586235.1	14.0	s__Corynebacterium simulans	exact_accession
8	OTU_97.10505.0	GCA_000253215.1	4.0	s__Neisseria meningitidis	exact_accession
8	OTU_97.34032.1	GCA_001725965.1	2.66451402826	s__Staphylococcus aureus	exact_accession
8	OTU_97.34032.0	GCA_000967365.1	1.33548597174	s__Staphylococcus aureus	exact_accession
8	OTU_97.33610.0	GCA_000023145.1	15.0	s__Corynebacterium kroppenstedtii	exact_accession
8	OTU_97.20026.0	GCA_000972805.1	26.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.31175.0	GCA_000258385.1	20.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.20828.0	GCA_000191465.1	4.0	s__Neisseria meningitidis	exact_accession
8	OTU_97.24447.1	GCA_000442645.1	147.510329542	s__Corynebacterium maris	exact_accession
8	OTU_97.9680.0	GCA_000185885.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
8	OTU_97.5537.0	GCA_000404185.1	1.0	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.43010.0	GCA_000422095.1	1.0	s__Mannheimia haemolytica	exact_accession
8	OTU_97.44693.0	GCA_000182875.1	1.0	s__Streptococcus thermophilus	exact_accession
8	OTU_97.16289.0	GCA_001456215.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.36533.0	GCA_001879565.1	1.0	s__Ralstonia nicotianae	exact_accession
8	OTU_97.17807.0	GCA_001866985.1	8.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.2794.0	GCA_001867045.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.34830.0	GCA_000253135.1	2.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.34832.0	GCA_000024585.1	4.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.16991.0	GCA_001026945.1	1.0		unmapped
8	OTU_97.41607.0	GCA_001697285.1	1.0	s__Thermoclostridium stercorarium	exact_accession
8	OTU_97.12032.0	GCA_001296985.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.34913.0	GCA_001298505.1	14.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.7441.0	GCA_000011325.1	10.0	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.3136.0	GCA_001697785.1	1.0	s__Neisseria meningitidis	exact_accession
8	OTU_97.26567.0	GCA_001447865.2	48.0	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.44585.0	GCA_000009645.1	262.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.44851.0	GCA_001647735.1	2.0	s__Haemophilus_B ducreyi	exact_accession
8	OTU_97.5688.0	GCA_000177535.2	2.0	s__Corynebacterium resistens	exact_accession
8	OTU_97.45223.0	GCA_000019825.1	1.0	s__Streptococcus pneumoniae	exact_accession
8	OTU_97.21069.0	GCA_001020985.1	1.0	s__Corynebacterium mustelae	exact_accession
8	OTU_97.37247.0	GCA_001482365.1	0.981651030762	s__Kocuria flava	exact_accession
8	OTU_97.35010.0	GCA_001900185.1	2.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.16059.0	GCA_001045995.2	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.36408.0	GCA_001941425.1	1.0	s__Corynebacterium ammoniagenes	exact_accession
8	OTU_97.34817.0	GCA_000494875.1	1.0	s__Staphylococcus warneri	exact_accession
8	OTU_97.21242.0	GCA_000769635.1	0.830128371578	s__Corynebacterium ulcerans	exact_accession
8	OTU_97.21242.1	GCA_000828015.1	0.169871628422	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.34725.0	GCA_001618305.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.30587.0	GCA_001561975.1	0.000661784275128	s__Corynebacterium stationis	exact_accession
8	OTU_97.30815.0	GCA_000221625.1	11.1385758356	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.30815.1	GCA_000022905.1	132.861424164	s__Corynebacterium aurimucosum_F	exact_accession
8	OTU_97.27108.0	GCA_001682435.2	1.0	s__Staphylococcus pseudintermedius	exact_accession
8	OTU_97.44237.0	GCA_000091725.1	4.0	s__Propionibacterium freudenreichii	exact_accession
8	OTU_97.6638.0	GCA_001697565.1	1.0	s__Neisseria meningitidis	exact_accession
8	OTU_97.3256.0	GCA_001579825.1	2.2198049619		unmapped
8	OTU_97.3256.1	GCA_001663495.1	0.7801950381	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.31362.0	GCA_000835165.1	3.0	s__Corynebacterium marinum	exact_accession
8	OTU_97.44958.1	GCA_001647895.1	0.899657977338	s__Haemophilus_B ducreyi	exact_accession
8	OTU_97.44958.0	GCA_000165525.1	0.100342022662	s__Haemophilus influenzae	exact_accession
8	OTU_97.10277.0	GCA_000755185.1	1.0	s__Corynebacterium amycolatum	exact_accession
8	OTU_97.24948.0	GCA_000980815.1	16.0	s__Corynebacterium camporealense	exact_accession
8	OTU_97.23307.0	GCA_001515665.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.37297.1	GCA_001548415.1	5.96782692956	s__Staphylococcus aureus	exact_accession
8	OTU_97.37297.0	GCA_001611345.1	6.03217307044	s__Staphylococcus aureus	exact_accession
8	OTU_97.41514.0	GCA_001941505.1	1.0	s__Corynebacterium sphenisci	exact_accession
8	OTU_97.35048.0	GCA_000007645.1	5.0	s__Staphylococcus epidermidis	exact_accession
8	OTU_97.4436.0	GCA_001683115.1	4.0	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.10389.0	GCA_000732945.1	1.0	s__Corynebacterium atypicum	exact_accession
8	OTU_97.1057.0	GCA_001274895.1	1.0	s__Corynebacterium lactis	exact_accession
8	OTU_97.29637.0	GCA_001611425.1	0.0808254004801	s__Staphylococcus aureus	exact_accession
8	OTU_97.29637.1	GCA_001188855.1	0.91917459952	s__Staphylococcus coagulans	exact_accession
8	OTU_97.25427.1	GCA_001697305.1	25.7711707255	s__Neisseria meningitidis	exact_accession
8	OTU_97.25427.0	GCA_001697725.1	12.2288292745	s__Neisseria meningitidis	exact_accession
8	OTU_97.42478.0	GCA_000815165.1	5.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.22745.1	GCA_001697685.1	0.00614891956464	s__Neisseria meningitidis	exact_accession
8	OTU_97.22745.0	GCA_001697945.1	0.993851080435	s__Neisseria meningitidis	exact_accession
8	OTU_97.44712.0	GCA_001922265.1	2.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.34392.0	GCA_000764045.2	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.32419.0	GCA_000730365.1	2.68839766788	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.32419.1	GCA_001579885.1	8.31160233212		unmapped
8	OTU_97.44594.0	GCA_000993765.1	1.0	s__Streptococcus pyogenes	exact_accession
8	OTU_97.39616.0	GCA_001433475.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.36530.0	GCA_001515685.1	4.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.35920.0	GCA_000011525.1	11.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.7044.0	GCA_000550785.1	1.0	s__Corynebacterium casei	exact_accession
8	OTU_97.3350.0	GCA_000952975.1	1.0	s__Peptoniphilus_E sp000952975	exact_accession
8	OTU_97.34014.1	GCA_001717685.1	0.871741995644	s__Staphylococcus aureus	unique_assembly_core
8	OTU_97.34014.0	GCA_900092595.1	0.128258004356	s__Staphylococcus aureus	exact_accession
8	OTU_97.45246.0	GCA_000831165.1	4.0	s__Streptococcus hominis	exact_accession
8	OTU_97.13191.0	GCA_001867125.1	0.936677963411	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.13191.1	GCA_001867105.1	0.0633220365885	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.35982.0	GCA_000987865.1	0.573991459088	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.35982.1	GCA_000255935.1	1.42600854091	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.45281.1	GCA_000404145.1	11.9386452022	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.45281.0	GCA_000255155.1	0.0613547977679	s__Corynebacterium diphtheriae	exact_accession
8	OTU_97.38699.0	GCA_001640905.1	2.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.36185.0	GCA_001902275.1	2.0	s__Corynebacterium diphtheriae	exact_accession
8	OTU_97.752.0	GCA_001956815.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.10414.0	GCA_001047215.1	1.0		unmapped
8	OTU_97.35712.0	GCA_001975005.1	6.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.37247.1	GCA_000010285.1	2.01834896924	s__Kocuria rhizophila_A	exact_accession
8	OTU_97.25461.0	GCA_001975685.1	1.0	s__Jeotgalibaca arthritidis	exact_accession
8	OTU_97.34414.1	GCA_001941565.1	0.196253749587	s__Corynebacterium phocae	exact_accession
8	OTU_97.34414.0	GCA_000196335.1	0.803746250413	s__Corynebacterium glutamicum	exact_accession
8	OTU_97.1263.0	GCA_001941345.1	5.0	s__Corynebacterium stationis	exact_accession
8	OTU_97.34382.0	GCA_000332735.1	3.0	s__Staphylococcus warneri	exact_accession
8	OTU_97.45365.0	GCA_000019025.1	0.238620122376	s__Streptococcus pneumoniae	exact_accession
8	OTU_97.42098.0	GCA_001594205.1	1.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.44507.0	GCA_000785515.1	1.0	s__Streptococcus salivarius	exact_accession
8	OTU_97.353.0	GCA_000807375.1	1.00942085154	s__Lactococcus lactis	exact_accession
8	OTU_97.353.1	GCA_000236475.1	0.990579148464	s__Lactococcus cremoris	exact_accession
8	OTU_97.2203.1	GCA_001735715.1	0.908165464433	s__UBA3537 sp001735715	exact_accession
8	OTU_97.2203.0	GCA_000152945.2	0.0918345355669	s__Polaribacter sp000152945	exact_accession
8	OTU_97.21258.1	GCA_001867005.1	0.37443508047	s__Corynebacterium pseudotuberculosis	exact_accession
8	OTU_97.21258.0	GCA_000550805.1	1.62556491953	s__Corynebacterium vitaeruminis	exact_accession
8	OTU_97.34904.1	GCA_000248375.1	4.86890809511		unmapped
8	OTU_97.34904.0	GCA_000626675.1	0.131091904893	s__Corynebacterium glyciniphilum	exact_accession
8	OTU_97.30587.1	GCA_000255195.1	1.99933821572	s__Corynebacterium diphtheriae	exact_accession
8	OTU_97.42528.0	GCA_000016805.1	2.0	s__Staphylococcus aureus	exact_accession
8	OTU_97.35249.0	GCA_001515765.1	0.87627645016	s__Staphylococcus aureus	exact_accession
8	OTU_97.35249.1	GCA_900096745.1	0.12372354984	s__Staphylococcus aureus	exact_accession
8	OTU_97.37770.0	GCA_000013485.1	3.0	s__Streptococcus pyogenes	exact_accession
