sample	gtdb_species	truth_raw_abundance	truth_abundance
0	s__Alistipes finegoldii	1.0	0.002777777777777808
0	s__Bacteroides thetaiotaomicron	1.0	0.002777777777777808
0	s__Berryella intestinalis	4.87242615738	0.013534517103833478
0	s__Bifidobacterium bifidum	1.86087566318	0.005169099064388945
0	s__Bifidobacterium scardovii	1.13912433682	0.0031642342689444784
0	s__Bordetella holmesii	1.94633934218	0.00540649817272228
0	s__Bordetella pertussis	123.03245087231029	0.3417568079786434
0	s__Bordetella pseudohinzii	13.0	0.036111111111111496
0	s__Bordetella_A petrii	42.0	0.11666666666666792
0	s__Bordetella_C flabilis	1.0	0.002777777777777808
0	s__Butyrivibrio hungatei	1.0	0.002777777777777808
0	s__Clostridium beijerinckii	0.00662634145972	1.8406504054777975e-05
0	s__Clostridium botulinum_A	5.0	0.013888888888889037
0	s__Clostridium butyricum	16.32885841882	0.04535794005227827
0	s__Clostridium cagae	4.0	0.011111111111111231
0	s__Clostridium saccharobutylicum	1.67114158118	0.004642059947722272
0	s__Clostridium_F botulinum	31.0	0.08611111111111204
0	s__Clostridium_G tetani	0.99337365854	0.002759371273722252
0	s__Clostridium_I pasteurianum	5.0	0.013888888888889037
0	s__Coraliomargarita akajimensis	31.0	0.08611111111111204
0	s__Coriobacterium glomerans	0.127573842616	0.00035437178504444826
0	s__Desulfitobacterium dichloroeliminans	1.0	0.002777777777777808
0	s__Desulfocurvibacter africanus	1.0	0.002777777777777808
0	s__Dwaynesavagella sp000270205	1.0	0.002777777777777808
0	s__Haemophilus influenzae	0.988682335505	0.0027463398208472517
0	s__Haemophilus_B ducreyi	1.0113176644951	0.0028092157347086415
0	s__Megasphaera elsdenii	2.0	0.005555555555555616
0	s__Nitratidesulfovibrio vulgaris	4.0	0.011111111111111231
0	s__Odoribacter splanchnicus	2.0	0.005555555555555616
0	s__Petrimonas mucosa	2.0	0.005555555555555616
0	s__Prevotella intermedia	5.0	0.013888888888889037
0	s__Roseburia hominis	30.0	0.08333333333333423
0	s__Taylorella equigenitalis	1.02120978551	0.002836693848638919
0	s__Thermoclostridium stercorarium	22.0	0.06111111111111177
6	s__Actinobacillus equuli	1.0	0.0033691256937809877
6	s__Actinomyces oris_A	1.0	0.0033691256937809877
6	s__Aggregatibacter actinomycetemcomitans	1.0	0.0033691256937809877
6	s__Campylobacter_D jejuni	6.0	0.020214754162685925
6	s__Carnobacterium_A antarcticum	0.0254458065746	8.573012072946605e-05
6	s__Carnobacterium_B inhibens	5.0	0.016845628468904937
6	s__Clostridioides difficile	3.217950280657	0.010841678971871238
6	s__Corynebacterium pseudotuberculosis	1.0	0.0033691256937809877
6	s__Filifactor alocis	0.782049719343	0.002634823803252712
6	s__Flavobacterium profundi_A	1.0	0.0033691256937809877
6	s__Flavobacterium psychrophilum	1.0	0.0033691256937809877
6	s__Flavobacterium psychrophilum_A	0.996742557169	0.0033581509594430427
6	s__Glaesserella parasuis	1.812909606164	0.006107920334629504
6	s__Haemophilus influenzae	7.94341167752	0.02676235237901257
6	s__Haemophilus_B ducreyi	26.0565883224757	0.08778792120952653
6	s__Jeotgalibaca arthritidis	59.0	0.19877841593307827
6	s__Kaistella sp000023725	0.00325744283066	1.0974734336799278e-05
6	s__Lacinutrix sp000211855	1.0	0.0033691256937809877
6	s__Lactococcus cremoris	1.0	0.0033691256937809877
6	s__Lactococcus garvieae	1.0	0.0033691256937809877
6	s__Limosilactobacillus reuteri	1.0	0.0033691256937809877
6	s__Mannheimia haemolytica	2.0	0.006738251387561975
6	s__Maribacter hydrothermalis	1.06715603812	0.003595382827303615
6	s__Marinilactibacillus piezotolerans	4.97455419343	0.01675989834819097
6	s__Moraxella catarrhalis	1.0	0.0033691256937809877
6	s__Moraxella ovis	1.0000000000001	0.003369125693781324
6	s__Neisseria gonorrhoeae	1.954146318647	0.006583764571561138
6	s__Neisseria lactamica	1.0	0.0033691256937809877
6	s__Neisseria meningitidis	30.0458536813525	0.10122825762942879
6	s__Ornithobacterium rhinotracheale	0.932843961879	0.003142868560254991
6	s__Pasteurella multocida	3.0	0.010107377081342963
6	s__Porphyromonas asaccharolytica	0.739347788778	0.0024909556318121182
6	s__Porphyromonas gingivalis	10.260652211222402	0.0345694269997801
6	s__Prevotella intermedia	1.0	0.0033691256937809877
6	s__Selenomonas_A lactilytica	1.0	0.0033691256937809877
6	s__Streptococcus agalactiae	3.994325057646	0.013457383181028362
6	s__Streptococcus anginosus	2.0	0.006738251387561975
6	s__Streptococcus equi	1.0	0.0033691256937809877
6	s__Streptococcus intermedius	1.0	0.0033691256937809877
6	s__Streptococcus macedonicus	0.00567494235358	1.911959409417233e-05
6	s__Streptococcus mitis_Q	4.71414868772	0.015882559468101378
6	s__Streptococcus mutans	1.0502860443692	0.00353854569790387
6	s__Streptococcus parauberis	1.0	0.0033691256937809877
6	s__Streptococcus pneumoniae	2.0	0.006738251387561975
6	s__Streptococcus pyogenes	2.0	0.006738251387561975
6	s__Streptococcus suis	96.235565267906	0.3242297155996393
6	s__Weeksella virosa	1.0	0.0033691256937809877
