sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
18	OTU_97.36183.0	GCA_000011265.1	0.975902535458	s__Staphylococcus aureus	exact_accession
18	OTU_97.36183.1	GCA_001880265.1	0.0240974645416	s__Staphylococcus aureus	exact_accession
18	OTU_97.27214.0	GCA_001717665.1	1.0	s__Staphylococcus aureus	unique_assembly_core
18	OTU_97.34663.1	GCA_000025085.1	10.9309501806	s__Staphylococcus lugdunensis	exact_accession
18	OTU_97.34663.0	GCA_001548295.1	0.0690498193507	s__Staphylococcus aureus	exact_accession
18	OTU_97.42356.0	GCA_000210935.1	1.0	s__Streptococcus pneumoniae	exact_accession
18	OTU_97.39762.0	GCA_001515745.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.38169.0	GCA_000567925.1	1.0	s__Burkholderia thailandensis	exact_accession
18	OTU_97.5427.0	GCA_000225345.1	1.0	s__Roseburia hominis	exact_accession
18	OTU_97.544.0	GCA_001278715.1	1.0	s__Acinetobacter albensis	exact_accession
18	OTU_97.45365.1	GCA_000211075.1	0.920459959208	s__Streptococcus pneumoniae	exact_accession
18	OTU_97.44660.0	GCA_000014305.1	1.0	s__Streptococcus suis	exact_accession
18	OTU_97.31367.0	GCA_000010185.1	24.0	s__Finegoldia magna_H	exact_accession
18	OTU_97.9680.0	GCA_000185885.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
18	OTU_97.34832.0	GCA_000024585.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.44585.0	GCA_000009645.1	70.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.9711.0	GCA_001717565.1	1.0	s__Cutibacterium modestum	exact_accession
18	OTU_97.81.0	GCA_001314265.1	2.0	s__Porphyromonas gingivalis	exact_accession
18	OTU_97.8165.0	GCA_001255215.1	1.0	s__Streptococcus pneumoniae	exact_accession
18	OTU_97.35010.0	GCA_001900185.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.34817.0	GCA_000494875.1	1.0	s__Staphylococcus warneri	exact_accession
18	OTU_97.37453.0	GCA_001281105.1	1.0	s__Streptococcus gordonii	exact_accession
18	OTU_97.44237.0	GCA_000091725.1	68.0	s__Propionibacterium freudenreichii	exact_accession
18	OTU_97.35999.0	GCA_001188895.1	1.0	s__Staphylococcus coagulans	exact_accession
18	OTU_97.37297.1	GCA_001548415.1	1.98927564319	s__Staphylococcus aureus	exact_accession
18	OTU_97.37297.0	GCA_001611345.1	2.01072435681	s__Staphylococcus aureus	exact_accession
18	OTU_97.35048.0	GCA_000007645.1	2.0	s__Staphylococcus epidermidis	exact_accession
18	OTU_97.98.1	GCA_001189555.1	0.0187262232541	s__Centipeda felix	exact_accession
18	OTU_97.98.0	GCA_000208405.1	0.981273776746	s__Selenomonas sputigena	exact_accession
18	OTU_97.29637.0	GCA_001611425.1	0.16165080096	s__Staphylococcus aureus	exact_accession
18	OTU_97.29637.1	GCA_001188855.1	1.83834919904	s__Staphylococcus coagulans	exact_accession
18	OTU_97.41511.0	GCA_900119705.1	4.0	s__Murdochiella vaginalis	exact_accession
18	OTU_97.1245.0	GCA_000590555.1	1.0	s__Corynebacterium argentoratense	exact_accession
18	OTU_97.42478.0	GCA_000815165.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.45310.0	GCA_001663095.1	1.0	s__Pasteurella multocida	exact_accession
18	OTU_97.37739.0	GCA_900004855.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.19062.0	GCA_000284095.1	1.0	s__Selenomonas_A lactilytica	exact_accession
18	OTU_97.36530.0	GCA_001515685.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.35920.0	GCA_000011525.1	3.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.4016.0	GCA_001278845.1	1.0	s__Actinomyces sp001278845	exact_accession
18	OTU_97.45246.0	GCA_000831165.1	2.0	s__Streptococcus hominis	exact_accession
18	OTU_97.38699.0	GCA_001640905.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.752.0	GCA_001956815.1	1.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.34344.0	GCA_001896065.1	1.0	s__Streptococcus pneumoniae	exact_accession
18	OTU_97.35712.0	GCA_001975005.1	2.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.9697.0	GCA_001017615.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
18	OTU_97.34382.0	GCA_000332735.1	1.0	s__Staphylococcus warneri	exact_accession
18	OTU_97.32238.0	GCA_001974965.1	1.0	s__Neisseria meningitidis	exact_accession
18	OTU_97.35057.0	GCA_001611385.1	2.0	s__Staphylococcus aureus	exact_accession
18	OTU_97.45365.0	GCA_000019025.1	0.0795400407919	s__Streptococcus pneumoniae	exact_accession
18	OTU_97.40126.0	GCA_000024405.1	3.0	s__Sebaldella termitidis	exact_accession
