sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
25	OTU_97.40353.0	GCA_000422165.1	1.0	s__Lactobacillus helveticus	exact_accession
25	OTU_97.36060.0	GCA_000279165.1	5.0	s__Stutzerimonas nitrititolerans	exact_accession
25	OTU_97.40488.0	GCA_000389675.2	2.0	s__Lactobacillus acidophilus	exact_accession
25	OTU_97.36187.0	GCA_000931425.1	1.0		unmapped
25	OTU_97.40724.0	GCA_000359625.1	81.4246276547	s__Levilactobacillus brevis	exact_accession
25	OTU_97.40724.1	GCA_000194765.1	0.575372345333	s__Lacticaseibacillus paracasei	exact_accession
25	OTU_97.306.0	GCA_000284595.1	3.0	s__Stenotrophomonas muris	exact_accession
25	OTU_97.43299.0	GCA_001046835.1	7.0	s__Limosilactobacillus reuteri	exact_accession
25	OTU_97.758.0	GCA_001274675.1	5.0	s__Stenotrophomonas geniculata	exact_accession
25	OTU_97.38234.0	GCA_000158275.2	1.0	s__Fusobacterium animalis	exact_accession
25	OTU_97.11294.0	GCA_001274595.1	1.0	s__Stenotrophomonas forensis	exact_accession
25	OTU_97.27143.0	GCA_001663715.1	4.0	s__Loigolactobacillus backii	exact_accession
25	OTU_97.2535.0	GCA_000204985.1	2.0	s__Lactobacillus sp945980025	exact_accession
25	OTU_97.27569.0	GCA_000019245.3	1.0	s__Lacticaseibacillus paracasei	exact_accession
25	OTU_97.30084.0	GCA_001457615.1	5.0	s__Pseudomonas aeruginosa	exact_accession
25	OTU_97.915.0	GCA_001702175.1	0.817245780583	s__Secundilactobacillus paracollinoides	exact_accession
25	OTU_97.915.1	GCA_001611035.1	7.18275421942	s__Pediococcus damnosus	exact_accession
25	OTU_97.14853.0	GCA_001654435.1	6.0	s__Pseudomonas citronellolis	exact_accession
25	OTU_97.43913.0	GCA_001663835.1	16.0	s__Latilactobacillus curvatus	exact_accession
25	OTU_97.558.0	GCA_001563265.1	2.0	s__Sphingobium sp001563265	exact_accession
25	OTU_97.35870.0	GCA_000496265.1	5.0	s__Pediococcus pentosaceus	exact_accession
25	OTU_97.19747.0	GCA_001663735.1	2.0	s__Loigolactobacillus backii	exact_accession
25	OTU_97.37284.0	GCA_000439275.1	1.0	s__Limosilactobacillus reuteri_J	exact_accession
25	OTU_97.23129.1	GCA_000495455.2	0.149076884947	s__Aquipseudomonas alloputida	exact_accession
25	OTU_97.14150.0	GCA_000829055.1	1.0	s__Lacticaseibacillus casei	exact_accession
25	OTU_97.24737.0	GCA_001721865.1	0.702588957047	s__Herbaspirillum seropedicae	exact_accession
25	OTU_97.24737.1	GCA_001483945.1	0.297411042953	s__Herbaspirillum rubrisubalbicans	exact_accession
25	OTU_97.38087.0	GCA_000014425.1	4.0	s__Lactobacillus gasseri	exact_accession
25	OTU_97.27572.0	GCA_000143435.1	3.0	s__Ligilactobacillus salivarius	exact_accession
25	OTU_97.3272.0	GCA_001661075.1	7.0	s__Aquipseudomonas silesiensis	exact_accession
25	OTU_97.18950.0	GCA_000155515.2	1.0	s__Lacticaseibacillus paracasei	exact_accession
25	OTU_97.36395.0	GCA_000829275.1	3.0	s__Pseudomonas aeruginosa	exact_accession
