sample	gtdb_species	truth_raw_abundance	truth_abundance
18	s__Acinetobacter albensis	1.0	0.004347826086957461
18	s__Actinomyces sp001278845	1.0	0.004347826086957461
18	s__Burkholderia thailandensis	1.0	0.004347826086957461
18	s__Centipeda felix	0.0187262232541	8.141836197436542e-05
18	s__Corynebacterium argentoratense	1.0	0.004347826086957461
18	s__Corynebacterium pseudotuberculosis	1.0	0.004347826086957461
18	s__Cutibacterium modestum	1.0	0.004347826086957461
18	s__Finegoldia magna_H	24.0	0.10434782608697907
18	s__Murdochiella vaginalis	4.0	0.017391304347829845
18	s__Neisseria meningitidis	1.0	0.004347826086957461
18	s__Pasteurella multocida	1.0	0.004347826086957461
18	s__Porphyromonas gingivalis	2.0	0.008695652173914922
18	s__Propionibacterium freudenreichii	68.0	0.29565217391310733
18	s__Roseburia hominis	1.0	0.004347826086957461
18	s__Sebaldella termitidis	3.0	0.013043478260872383
18	s__Selenomonas sputigena	0.981273776746	0.0042664077249835305
18	s__Selenomonas_A lactilytica	1.0	0.004347826086957461
18	s__Staphylococcus aureus	91.2307006203103	0.3966552200883913
18	s__Staphylococcus coagulans	2.83834919904	0.012340648691480927
18	s__Staphylococcus epidermidis	2.0	0.008695652173914922
18	s__Staphylococcus lugdunensis	10.9309501806	0.047525870350445046
18	s__Staphylococcus pseudintermedius	1.0	0.004347826086957461
18	s__Staphylococcus warneri	2.0	0.008695652173914922
18	s__Streptococcus gordonii	1.0	0.004347826086957461
18	s__Streptococcus hominis	2.0	0.008695652173914922
18	s__Streptococcus pneumoniae	3.9999999999998996	0.017391304347829407
18	s__Streptococcus suis	1.0	0.004347826086957461
21	s__Aquipseudomonas chlororaphis_I	4.0	0.012422360248447095
21	s__Aquipseudomonas silesiensis	33.0	0.10248447204968854
21	s__Bradyrhizobium japonicum	1.0	0.0031055900621117737
21	s__Burkholderia mallei	1.0	0.0031055900621117737
21	s__Burkholderia multivorans	5.0	0.015527950310558869
21	s__Burkholderia plantarii	2.0	0.006211180124223547
21	s__Elizabethkingia anophelis	4.0	0.012422360248447095
21	s__Herbaspirillum rubrisubalbicans	0.297411042953	0.0009236367793571347
21	s__Herbaspirillum seropedicae	57.702588957047	0.17920058682312573
21	s__Lacticaseibacillus paracasei	3.915895577066	0.01216116638840362
21	s__Lacticaseibacillus rhamnosus	2.0	0.006211180124223547
21	s__Lactiplantibacillus plantarum	8.22802770923	0.025552881084564993
21	s__Lactobacillus acetotolerans	1.97562921418	0.0061354944539751015
21	s__Lactobacillus acidophilus	1.0	0.0031055900621117737
21	s__Lactobacillus amylovorus	1.0	0.0031055900621117737
21	s__Lactobacillus delbrueckii	4.0841044229341	0.012683554108490883
21	s__Latilactobacillus sakei	0.812615198468	0.0025236496846832075
21	s__Levilactobacillus brevis	1.187384801532	0.0036875304395403404
21	s__Levilactobacillus koreensis	2.0	0.006211180124223547
21	s__Ligilactobacillus salivarius	1.771972290768	0.005503019536546535
21	s__Limosilactobacillus reuteri	2.0	0.006211180124223547
21	s__Loigolactobacillus backii	1.0	0.0031055900621117737
21	s__Mycobacterium avium	1.0	0.0031055900621117737
21	s__Pediococcus damnosus	3.0243707858245	0.009392455856597743
21	s__Pseudomonas aeruginosa	121.0	0.3757763975155246
21	s__Pseudomonas citronellolis	41.0	0.12732919254658273
21	s__Sphingobium fuliginis	0.00209692516023	6.5121899386024274e-06
21	s__Sphingobium sp001563265	1.0	0.0031055900621117737
21	s__Sphingobium sp001563285	1.0	0.0031055900621117737
21	s__Sphingomonas_D sanxanigenens	5.0	0.015527950310558869
21	s__Sphingopyxis alaskensis	0.99790307484	0.0030990778721738856
21	s__Streptococcus pyogenes	1.367970309277	0.0042483549977546204
21	s__Streptococcus salivarius	0.632029690723	0.0019628251264689266
21	s__Stutzerimonas nitrititolerans	7.0	0.021739130434782417
0	s__Achromobacter xylosoxidans	3.0	0.008042895442358243
0	s__Allobosea sp001713455	0.638269508278	0.001711178306375121
0	s__Allobosea vaviloviae	0.361730491722	0.0009697868410776266
0	s__Amylolactobacillus amylophilus	9.0	0.02412868632707473
0	s__Aquipseudomonas chlororaphis_I	26.0	0.06970509383377144
0	s__Aquipseudomonas silesiensis	24.0	0.06434316353886595
0	s__Bifidobacterium bifidum	0.0411985397696	0.00011045184924824355
0	s__Bifidobacterium infantis	0.95880146023	0.002570513298203432
0	s__Bradyrhizobium diazoefficiens	0.00695487817716	1.8645785997745654e-05
0	s__Bradyrhizobium sp000026145	0.993045121823	0.002662319361455431
0	s__Flavobacterium columnare	6.75506553029	0.0181100952554669
0	s__Flavobacterium psychrophilum	0.24493446971	0.0006566607767023307
0	s__Fructilactobacillus sanfranciscensis	0.00599720725688	1.6078303637745976e-05
0	s__Herbaspirillum rubrisubalbicans	5.35339877315	0.014352275531231449
0	s__Herbaspirillum seropedicae	156.6466012269	0.4199640783562477
0	s__Lacticaseibacillus paracasei	1.186467359008	0.0031808776380907546
