sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
14	OTU_97.34268.0	GCA_001688705.1	1.0		unmapped
14	OTU_97.9718.1	GCA_000953215.1	0.0125845127516	s__Ruminiclostridium_D cellulosi	exact_accession
14	OTU_97.9718.0	GCA_000184925.1	0.987415487248	s__Hungateiclostridium thermocellum	exact_accession
14	OTU_97.36286.0	GCA_001020185.2	1.0	s__Streptococcus pyogenes	exact_accession
14	OTU_97.36183.0	GCA_000011265.1	1.95180507092	s__Staphylococcus aureus	exact_accession
14	OTU_97.36183.1	GCA_001880265.1	0.0481949290833	s__Staphylococcus aureus	exact_accession
14	OTU_97.34663.1	GCA_000025085.1	6.95605920587	s__Staphylococcus lugdunensis	exact_accession
14	OTU_97.34663.0	GCA_001548295.1	0.0439407941323	s__Staphylococcus aureus	exact_accession
14	OTU_97.31767.0	GCA_000815205.1	2.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.40576.0	GCA_000195575.1	1.0	s__Carnobacterium_B sp000195575	exact_accession
14	OTU_97.45365.1	GCA_000211075.1	0.920459959208	s__Streptococcus pneumoniae	exact_accession
14	OTU_97.34032.1	GCA_001725965.1	2.66451402826	s__Staphylococcus aureus	exact_accession
14	OTU_97.34032.0	GCA_000967365.1	1.33548597174	s__Staphylococcus aureus	exact_accession
14	OTU_97.13052.1	GCA_000247605.1	0.278791063475	s__Acetobacterium woodii	exact_accession
14	OTU_97.30766.0	GCA_000317975.2	1.0	s__Carnobacterium maltaromaticum	exact_accession
14	OTU_97.6178.0	GCA_001688725.1	1.0		unmapped
14	OTU_97.16289.0	GCA_001456215.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.1457.0	GCA_000178835.2	1.0	s__Cellulosilyticum lentocellum	exact_accession
14	OTU_97.14909.0	GCA_000024945.1	1.0	s__Veillonella parvula	exact_accession
14	OTU_97.34830.0	GCA_000253135.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.7325.0	GCA_000009405.1	1.0	s__Staphylococcus carnosus	exact_accession
14	OTU_97.34832.0	GCA_000024585.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.44585.0	GCA_000009645.1	47.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.6835.0	GCA_000012845.1	1.0	s__Parabacteroides distasonis	exact_accession
14	OTU_97.25628.0	GCA_000382985.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.13052.0	GCA_000146185.1	0.721208936525	s__Lachnospira eligens	exact_accession
14	OTU_97.42502.0	GCA_001190805.1	2.0	s__Streptococcus agalactiae	exact_accession
14	OTU_97.1440.0	GCA_000025225.2	1.0	s__Mageeibacillus indolicus	exact_accession
14	OTU_97.34725.0	GCA_001618305.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.19460.0	GCA_000738065.1	1.0	s__Phocaeicola dorei	exact_accession
14	OTU_97.34717.0	GCA_001515705.1	6.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37323.1	GCA_001046095.2	0.981133623876	s__Staphylococcus aureus	exact_accession
14	OTU_97.37323.0	GCA_000967405.1	0.0188663761243	s__Staphylococcus aureus	exact_accession
14	OTU_97.44237.0	GCA_000091725.1	6.0	s__Propionibacterium freudenreichii	exact_accession
14	OTU_97.37297.1	GCA_001548415.1	1.49195673239	s__Staphylococcus aureus	exact_accession
14	OTU_97.37297.0	GCA_001611345.1	1.50804326761	s__Staphylococcus aureus	exact_accession
14	OTU_97.45063.1	GCA_001019635.1	0.904375571632	s__Streptococcus pyogenes	exact_accession
14	OTU_97.45063.0	GCA_000219765.1	0.0956244283677	s__Streptococcus equi	exact_accession
14	OTU_97.605.0	GCA_000341465.2	1.0	s__Bordetella holmesii	exact_accession
14	OTU_97.1245.0	GCA_000590555.1	1.0	s__Corynebacterium argentoratense	exact_accession
14	OTU_97.42478.0	GCA_000815165.1	3.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37847.0	GCA_000018965.1	1.0	s__Streptococcus pneumoniae	exact_accession
14	OTU_97.34920.0	GCA_000221985.1	1.0	s__Streptococcus pseudopneumoniae	exact_accession
14	OTU_97.41334.0	GCA_000027305.1	1.0	s__Haemophilus influenzae	exact_accession
14	OTU_97.35920.0	GCA_000011525.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.45246.0	GCA_000831165.1	2.0	s__Streptococcus hominis	exact_accession
14	OTU_97.38699.0	GCA_001640905.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.462.0	GCA_000018685.1	2.0	s__Lachnoclostridium phytofermentans	exact_accession
14	OTU_97.34716.0	GCA_000772025.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.35712.0	GCA_001975005.1	5.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.27089.0	GCA_000940845.1	1.0	s__Propionibacterium freudenreichii	exact_accession
14	OTU_97.34382.0	GCA_000332735.1	11.0	s__Staphylococcus warneri	exact_accession
14	OTU_97.35057.0	GCA_001611385.1	1.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.33966.0	GCA_000012705.1	1.0	s__Streptococcus agalactiae	exact_accession
14	OTU_97.45365.0	GCA_000019025.1	0.0795400407919	s__Streptococcus pneumoniae	exact_accession
14	OTU_97.42098.0	GCA_001594205.1	2.0	s__Staphylococcus aureus	exact_accession
14	OTU_97.37290.0	GCA_001683315.1	1.0	s__Staphylococcus equorum	exact_accession
14	OTU_97.44564.0	GCA_001685375.1	2.0	s__Streptococcus thermophilus	exact_accession
