sample	gtdb_species	truth_raw_abundance	truth_abundance
8	s__Acidobacterium capsulatum	2.0	0.00169981347620507
8	s__Acinetobacter pittii	1.0	0.000849906738102535
8	s__Corynebacterium ammoniagenes	1.0	0.000849906738102535
8	s__Corynebacterium amycolatum	1.0	0.000849906738102535
8	s__Corynebacterium atypicum	1.0	0.000849906738102535
8	s__Corynebacterium aurimucosum_F	132.861424164	0.11291981963088256
8	s__Corynebacterium camporealense	16.0	0.01359850780964056
8	s__Corynebacterium casei	1.0	0.000849906738102535
8	s__Corynebacterium diphtheriae	6.060693013487899	0.005151023829734324
8	s__Corynebacterium efficiens	2.05854888874	0.0017495745712536115
8	s__Corynebacterium flavescens	3.0	0.0025497202143076048
8	s__Corynebacterium glutamicum	76.486254540123	0.06500618310587615
8	s__Corynebacterium glyciniphilum	0.131091904893	0.00011141589327925737
8	s__Corynebacterium kroppenstedtii	15.0	0.012748601071538026
8	s__Corynebacterium lactis	1.0	0.000849906738102535
8	s__Corynebacterium marinum	3.0	0.0025497202143076048
8	s__Corynebacterium maris	147.510329542	0.12537002301747122
8	s__Corynebacterium mustelae	1.0	0.000849906738102535
8	s__Corynebacterium phocae	0.196253749587	0.0001667973841518789
8	s__Corynebacterium pseudotuberculosis	130.1565445972695	0.11062092426136243
8	s__Corynebacterium resistens	2.0	0.00169981347620507
8	s__Corynebacterium simulans	14.0	0.01189869433343549
8	s__Corynebacterium sphenisci	1.0	0.000849906738102535
8	s__Corynebacterium stationis	5.000661784275128	0.004250096145427277
8	s__Corynebacterium ulcerans	0.830128371578	0.0007055316964942271
8	s__Corynebacterium urealyticum	1.94145111126	0.0016500523811565284
8	s__Corynebacterium variabile	108.740738024	0.09241948595284014
8	s__Corynebacterium vitaeruminis	1.62556491953	0.001381578578331652
8	s__Devriesea agamarum	2.0	0.00169981347620507
8	s__Haemophilus influenzae	0.100342022662	8.528136117527106e-05
8	s__Haemophilus_B ducreyi	2.8996579773380002	0.002464438853132334
8	s__Jeotgalibaca arthritidis	1.0	0.000849906738102535
8	s__Kocuria flava	0.981651030762	0.0008343118255099227
8	s__Kocuria rhizophila_A	2.01834896924	0.001715408388799382
8	s__Lactococcus cremoris	0.990579148464	0.0008418998929034249
8	s__Lactococcus lactis	1.00942085154	0.0008579135833050446
8	s__Mannheimia haemolytica	1.0	0.000849906738102535
8	s__Methylobacterium extorquens	1.0	0.000849906738102535
8	s__Neisseria meningitidis	49.99999999999964	0.04249533690512644
8	s__Peptoniphilus_E sp000952975	1.0	0.000849906738102535
8	s__Polaribacter sp000152945	0.0918345355669	7.805079056882521e-05
8	s__Propionibacterium freudenreichii	4.0	0.00339962695241014
8	s__Ralstonia nicotianae	1.0	0.000849906738102535
8	s__Staphylococcus aureus	332.50767882919206	0.2826005167077639
8	s__Staphylococcus coagulans	0.91917459952	0.0007812126856247472
8	s__Staphylococcus epidermidis	5.0	0.004249533690512675
8	s__Staphylococcus lugdunensis	67.5731465713	0.05743087258573808
8	s__Staphylococcus pseudintermedius	2.0	0.00169981347620507
8	s__Staphylococcus warneri	4.0	0.00339962695241014
8	s__Streptococcus hominis	4.0	0.00339962695241014
8	s__Streptococcus pneumoniae	6.999999999996	0.005949347166714345
8	s__Streptococcus pyogenes	4.0	0.00339962695241014
8	s__Streptococcus salivarius	1.0	0.000849906738102535
8	s__Streptococcus thermophilus	1.0	0.000849906738102535
8	s__Thermoclostridium stercorarium	1.0	0.000849906738102535
8	s__UBA3537 sp001735715	0.908165464433	0.0007718559475336247
0	s__Achromobacter xylosoxidans	3.0	0.008042895442358243
0	s__Allobosea sp001713455	0.638269508278	0.001711178306375121
0	s__Allobosea vaviloviae	0.361730491722	0.0009697868410776266
0	s__Amylolactobacillus amylophilus	9.0	0.02412868632707473
0	s__Aquipseudomonas chlororaphis_I	26.0	0.06970509383377144
0	s__Aquipseudomonas silesiensis	24.0	0.06434316353886595
0	s__Bifidobacterium bifidum	0.0411985397696	0.00011045184924824355
0	s__Bifidobacterium infantis	0.95880146023	0.002570513298203432
0	s__Bradyrhizobium diazoefficiens	0.00695487817716	1.8645785997745654e-05
0	s__Bradyrhizobium sp000026145	0.993045121823	0.002662319361455431
0	s__Flavobacterium columnare	6.75506553029	0.0181100952554669
0	s__Flavobacterium psychrophilum	0.24493446971	0.0006566607767023307
0	s__Fructilactobacillus sanfranciscensis	0.00599720725688	1.6078303637745976e-05
0	s__Herbaspirillum rubrisubalbicans	5.35339877315	0.014352275531231449
0	s__Herbaspirillum seropedicae	156.6466012269	0.4199640783562477
0	s__Lacticaseibacillus paracasei	1.186467359008	0.0031808776380907546
0	s__Lactiplantibacillus plantarum	6.993280520172	0.018748741340941354
0	s__Lactobacillus delbrueckii	4.813532640991999	0.012904913246625729
0	s__Lactobacillus helveticus	0.000722272567523	1.936387580490374e-06
0	s__Lentilactobacillus parabuchneri	1.0	0.0026809651474527475
0	s__Ligilactobacillus salivarius	16.0	0.04289544235924396
0	s__Limosilactobacillus mucosae	2.0	0.005361930294905495
0	s__Novosphingobium resinovorum_A	1.0	0.0026809651474527475
0	s__Pediococcus claussenii	1.0	0.0026809651474527475
0	s__Porphyromonas gingivalis	1.0	0.0026809651474527475
0	s__Prevotella intermedia	1.0	0.0026809651474527475
0	s__Pseudomonas aeruginosa	76.0	0.20375335120640883
0	s__Pseudomonas citronellolis	9.0	0.02412868632707473
0	s__Sphingobium fuliginis	0.00419385032045	1.1243566542759987e-05
0	s__Sphingobium sp001563265	8.0	0.02144772117962198
0	s__Sphingobium sp001563285	4.0	0.01072386058981099
0	s__Sphingopyxis alaskensis	1.99580614968	0.0053506867283639415
0	s__Stutzerimonas nitrititolerans	4.0	0.01072386058981099
1	s__Aggregatibacter actinomycetemcomitans	1.0	0.0021786492374726977
1	s__Aggregatibacter aphrophilus	1.0	0.0021786492374726977
1	s__Alicyclobacillus acidocaldarius_A	1.0	0.0021786492374726977
1	s__Anaerococcus mediterraneensis	2.0	0.004357298474945395
1	s__Burkholderia thailandensis	2.0	0.004357298474945395
1	s__Burkholderia vietnamiensis	0.624901793788	0.0013614418165315474
1	s__Campylobacter_D jejuni	21.00299499712	0.04575815903511837
1	s__Campylobacter_D lari_C	1.0	0.0021786492374726977
1	s__Campylobacter_D sp000816245	1.99700500288	0.0043507734267536746
1	s__Capnocytophaga canimorsus	1.0	0.0021786492374726977
1	s__Capnocytophaga ochracea	1.0	0.0021786492374726977
1	s__Centipeda felix	1.0	0.0021786492374726977
1	s__Chroococcidiopsis thermalis	2.0	0.004357298474945395
1	s__Chryseobacterium sp001456155	0.032993785027	7.188188459041166e-05
1	s__Comamonas tsuruhatensis	1.0	0.0021786492374726977
1	s__Corynebacterium callunae	1.0	0.0021786492374726977
1	s__Corynebacterium pseudotuberculosis	1.0	0.0021786492374726977
1	s__Cupriavidus metallidurans	1.0	0.0021786492374726977
1	s__Finegoldia magna_H	41.0	0.0893246187363806
1	s__Fusobacterium animalis	1.0	0.0021786492374726977
1	s__Fusobacterium hwasookii	1.0	0.0021786492374726977
1	s__Fusobacterium vincentii	1.0	0.0021786492374726977
1	s__Haemophilus influenzae	1.0	0.0021786492374726977
1	s__Kingella kingae	1.0	0.0021786492374726977
1	s__Leptotrichia_A sp001274535	1.0	0.0021786492374726977
1	s__Murdochiella vaginalis	1.0	0.0021786492374726977
1	s__Neisseria meningitidis	3.0	0.0065359477124180936
1	s__Pandoraea pnomenusa	0.375098206212	0.0008172074209411506
1	s__Paracidovorax avenae	1.0	0.0021786492374726977
1	s__Parvimonas micra	5.0	0.01089324618736349
1	s__Pasteurella multocida	1.0	0.0021786492374726977
1	s__Porphyromonas gingivalis	1.0	0.0021786492374726977
1	s__Prevotella denticola	1.0	0.0021786492374726977
1	s__Prevotella seregens	1.0	0.0021786492374726977
1	s__Propionibacterium freudenreichii	65.0	0.14161220043572537
1	s__Riemerella anatipestifera	0.967006214973	0.002106767352882286
1	s__Sebaldella termitidis	2.0	0.004357298474945395
1	s__Staphylococcus aureus	241.31858220857458	0.5257485451167035
1	s__Staphylococcus coagulans	1.83834919904	0.004005118080697041
1	s__Staphylococcus condimenti	1.0	0.0021786492374726977
1	s__Staphylococcus epidermidis	1.0	0.0021786492374726977
1	s__Staphylococcus lugdunensis	24.8430685924	0.05412433244531419
1	s__Staphylococcus pseudintermedius	1.0	0.0021786492374726977
1	s__Staphylococcus warneri	1.0	0.0021786492374726977
1	s__Streptococcus hominis	4.0	0.00871459694989079
1	s__Streptococcus lutetiensis	3.0	0.0065359477124180936
1	s__Streptococcus pneumoniae	4.0	0.00871459694989079
1	s__Streptococcus pyogenes	1.3743093657829	0.002994138051814502
1	s__Streptococcus sanguinis_H	1.0	0.0021786492374726977
1	s__Streptococcus suis	2.625690634217	0.005720458898076071
1	s__Termitinema primitia	1.0	0.0021786492374726977
3	s__Anaerococcus prevotii	1.0	0.0021739130434783502
3	s__Bifidobacterium bifidum	2.0	0.0043478260869567005
3	s__Bifidobacterium pseudocatenulatum	2.0	0.0043478260869567005
3	s__Bifidobacterium swidsinskii	7.0	0.015217391304348451
3	s__Campylobacter testudinum	0.891233314629	0.0019374637274544274
3	s__Campylobacter_D coli	1.10876668537	0.002410362359500099
3	s__Campylobacter_D jejuni	10.668663331415999	0.02319274637264443
3	s__Campylobacter_D sp000816245	1.33133666858	0.0028942101490870755
3	s__Clostridioides difficile	1.0	0.0021739130434783502
3	s__Companilactobacillus allii	2.63409147421	0.005726285813500234
3	s__Companilactobacillus crustorum	2.0	0.0043478260869567005
3	s__Fructilactobacillus sanfranciscensis	0.00199906908563	4.345802360065396e-06
3	s__Fusobacterium vincentii	2.0	0.0043478260869567005
3	s__Herbaspirillum rubrisubalbicans	0.594822085905	0.001293091491097879
3	s__Herbaspirillum seropedicae	9.40517791409	0.020446038943674753
3	s__Lacticaseibacillus paracasei	6.3585063569483	0.013822839906409914
3	s__Lacticaseibacillus rhamnosus	1.389260243504	0.0030201309641392543
3	s__Lactiplantibacillus paraplantarum	1.0	0.0021739130434783502
3	s__Lactiplantibacillus plantarum	31.000459847888703	0.06739230401715211
3	s__Lactobacillus acidophilus	1.0	0.0021739130434783502
3	s__Lactobacillus amylovorus	29.0	0.06304347826087216
3	s__Lactobacillus delbrueckii	12.0841044229341	0.02626979222377086
3	s__Lactobacillus helsingborgensis	1.0	0.0021739130434783502
3	s__Lactobacillus helveticus	26.2793450172335	0.05712901090703169
3	s__Lactobacillus kefiranofaciens	0.477224495343	0.0010374445550935208
3	s__Lactobacillus sp910589675	1.0	0.0021739130434783502
3	s__Latilactobacillus curvatus	4.9987815857080005	0.010866916490670012
3	s__Latilactobacillus sakei	0.812615198468	0.0017665547792783333
3	s__Lentilactobacillus buchneri	1.0	0.0021739130434783502
3	s__Levilactobacillus brevis	9.124234178262	0.019835291691874726
3	s__Levilactobacillus koreensis	259.0	0.5630434782608926
3	s__Ligilactobacillus salivarius	3.0	0.00652173913043505
3	s__Limosilactobacillus fermentum	3.8520972699450002	0.00837412449988078
3	s__Melissococcus plutonius	1.0	0.0021739130434783502
3	s__Pediococcus acidilactici	1.050325880645	0.0022833171318370504
3	s__Pediococcus claussenii	2.936954959816	0.006384684695252436
3	s__Pediococcus damnosus	3.897844277427	0.008473574516146
3	s__Pediococcus pentosaceus	1.0	0.0021739130434783502
3	s__Porphyromonas asaccharolytica	1.0	0.0021739130434783502
3	s__Prevotella intermedia	2.0	0.0043478260869567005
3	s__Prevotella melaninogenica	1.0	0.0021739130434783502
3	s__Secundilactobacillus paracollinoides	1.102155722573	0.002395990701245751
3	s__Sphingobium sp001563265	1.0	0.0021739130434783502
3	s__Streptococcus pneumoniae	0.9999999999999	0.0021739130434781325
3	s__Trueperella pyogenes	2.0	0.0043478260869567005
3	s__Ureaplasma parvum	4.827428346033	0.010494409447898256
