sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
27	OTU_97.10867.0	GCA_000390245.1	1.0	s__Streptococcus suis	exact_accession
27	OTU_97.33972.0	GCA_000009425.1	1.0	s__Lactococcus cremoris	exact_accession
27	OTU_97.35196.1	GCA_001045795.2	0.818450700084	s__Staphylococcus aureus	exact_accession
27	OTU_97.35196.0	GCA_001432245.1	0.181549299916	s__Staphylococcus equorum	exact_accession
27	OTU_97.25404.0	GCA_001640885.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.32277.0	GCA_900155335.1	0.0508566889862	s__Staphylococcus aureus	exact_accession
27	OTU_97.32277.1	GCA_001902315.1	0.949143311014	s__Staphylococcus succinus	exact_accession
27	OTU_97.19375.0	GCA_000006785.2	0.0331246113148	s__Streptococcus pyogenes	exact_accession
27	OTU_97.19375.1	GCA_001610935.1	0.966875388685	s__Streptococcus suis	exact_accession
27	OTU_97.19917.0	GCA_000241915.1	1.0	s__Corynebacterium diphtheriae	exact_accession
27	OTU_97.36161.0	GCA_000814865.1	0.343435084393	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.36161.1	GCA_000179395.2	29.6565649156	s__Corynebacterium variabile	exact_accession
27	OTU_97.36183.0	GCA_000011265.1	0.975902535458	s__Staphylococcus aureus	exact_accession
27	OTU_97.36183.1	GCA_001880265.1	0.0240974645416	s__Staphylococcus aureus	exact_accession
27	OTU_97.32593.0	GCA_000009665.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.24447.0	GCA_001653315.1	0.206933712141	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.41740.0	GCA_001941465.1	2.0	s__Corynebacterium flavescens	exact_accession
27	OTU_97.34663.1	GCA_000025085.1	4.96861371848	s__Staphylococcus lugdunensis	exact_accession
27	OTU_97.34663.0	GCA_001548295.1	0.0313862815231	s__Staphylococcus aureus	exact_accession
27	OTU_97.28328.0	GCA_000972725.1	1.0	s__Staphylococcus haemolyticus	exact_accession
27	OTU_97.39766.0	GCA_000143705.1	5.0		unmapped
27	OTU_97.156.0	GCA_000165835.1	1.0	s__Achromobacter xylosoxidans_B	exact_accession
27	OTU_97.31551.0	GCA_000017065.1	2.0	s__Clostridium_F botulinum	exact_accession
27	OTU_97.45365.1	GCA_000211075.1	2.76137987762	s__Streptococcus pneumoniae	exact_accession
27	OTU_97.12199.0	GCA_000706685.1	1.0	s__Staphylococcus xylosus	exact_accession
27	OTU_97.34011.0	GCA_001586235.1	1.0	s__Corynebacterium simulans	exact_accession
27	OTU_97.11580.0	GCA_001576595.1	1.0	s__Cereibacter_A sphaeroides	exact_accession
27	OTU_97.34134.0	GCA_000019265.1	0.351074308997	s__Streptococcus pneumoniae	exact_accession
27	OTU_97.34134.1	GCA_000732425.1	0.648925691003	s__Streptococcus pyogenes	exact_accession
27	OTU_97.34654.0	GCA_000245495.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.31238.0	GCA_000756205.1	2.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.31367.0	GCA_000010185.1	1.0	s__Finegoldia magna_H	exact_accession
27	OTU_97.30665.0	GCA_001558375.1	1.0		unmapped
27	OTU_97.20026.0	GCA_000972805.1	3.0	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.185.0	GCA_000317835.1	13.0	s__Deinococcus_A peraridilitoris	exact_accession
27	OTU_97.25219.0	GCA_000152065.1	2.0		unmapped
27	OTU_97.9999.0	GCA_000988685.1	1.0	s__Moraxella ovis	exact_accession
27	OTU_97.24447.1	GCA_000442645.1	0.793066287859	s__Corynebacterium maris	exact_accession
27	OTU_97.29062.0	GCA_001190885.1	0.990726829364	s__Streptococcus agalactiae	exact_accession
27	OTU_97.29062.1	GCA_000689235.1	0.00927317063645	s__Streptococcus agalactiae	exact_accession
27	OTU_97.839.0	GCA_000294695.2	1.0	s__Arthrobacter aurescens_A	exact_accession
27	OTU_97.165.0	GCA_001484935.1	13.0	s__Acinetobacter johnsonii	exact_accession
27	OTU_97.30055.0	GCA_001701005.1	1.0	s__Staphylococcus carnosus	exact_accession
27	OTU_97.35233.0	GCA_000568455.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.41564.1	GCA_000441535.1	0.996352755069	s__Streptococcus lutetiensis	exact_accession
27	OTU_97.41564.0	GCA_000251085.2	0.00364724493073	s__Streptococcus pneumoniae	exact_accession
27	OTU_97.44375.0	GCA_001655175.1	0.425286265564	s__Streptococcus agalactiae	exact_accession
27	OTU_97.44375.1	GCA_000772245.1	0.574713734436	s__Streptococcus pyogenes	exact_accession
27	OTU_97.32897.0	GCA_001855705.1	0.909018344518	s__Streptococcus thermophilus	exact_accession
27	OTU_97.32897.1	GCA_001535565.1	0.0909816554816	s__Streptococcus pyogenes	exact_accession
27	OTU_97.32221.0	GCA_000262145.1	1.0	s__Streptococcus parasanguinis	exact_accession
27	OTU_97.28495.0	GCA_000953255.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.6886.0	GCA_000484505.1	2.0		unmapped
27	OTU_97.16586.1	GCA_000767505.1	0.0942703810906	s__Streptococcus pyogenes	exact_accession
27	OTU_97.16586.0	GCA_000831105.1	0.905729618909	s__Streptococcus agalactiae	exact_accession
27	OTU_97.17807.0	GCA_001866985.1	8.0	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.39039.1	GCA_001620285.1	0.865937233733	s__Streptococcus pyogenes	exact_accession
27	OTU_97.39039.0	GCA_000688775.2	0.134062766267	s__Streptococcus sp000688775	exact_accession
27	OTU_97.2794.0	GCA_001867045.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.34832.0	GCA_000024585.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.16991.0	GCA_001026945.1	1.0		unmapped
27	OTU_97.3982.0	GCA_000017045.1	3.0	s__Clostridium_F botulinum	exact_accession
27	OTU_97.44475.0	GCA_000026665.1	1.0	s__Streptococcus pneumoniae	exact_accession
27	OTU_97.35278.0	GCA_000255215.1	2.0	s__Corynebacterium diphtheriae	exact_accession
27	OTU_97.29523.0	GCA_000306905.1	4.0	s__Listeria monocytogenes_B	exact_accession
27	OTU_97.34913.0	GCA_001298505.1	2.0	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.27880.0	GCA_000017085.1	0.0838749101714	s__Staphylococcus aureus	exact_accession
27	OTU_97.27880.1	GCA_001656045.1	1.91612508983	s__Staphylococcus aureus	exact_accession
27	OTU_97.7441.0	GCA_000011325.1	1.0	s__Corynebacterium glutamicum	exact_accession
27	OTU_97.13069.0	GCA_000226275.1	0.939611450676		unmapped
27	OTU_97.13069.1	GCA_000191145.1	0.0603885493245	s__Acinetobacter pittii	exact_accession
27	OTU_97.26567.0	GCA_001447865.2	1.0	s__Corynebacterium glutamicum	exact_accession
27	OTU_97.44585.0	GCA_000009645.1	26.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.9750.1	GCA_000255275.1	0.0526914251961	s__Corynebacterium diphtheriae	exact_accession
27	OTU_97.9750.0	GCA_001867145.1	0.947308574804	s__Corynebacterium pseudotuberculosis	exact_accession
27	OTU_97.119.0	GCA_001412635.1	4.0	s__Streptococcus anginosus	exact_accession
27	OTU_97.15976.1	GCA_000265365.1	0.361648259875	s__Alistipes finegoldii	exact_accession
27	OTU_97.33775.0	GCA_000196275.1	0.309370935792	s__Deinococcus geothermalis	exact_accession
27	OTU_97.33775.1	GCA_000800395.1	0.690629064208	s__Deinococcus radiopugnans	exact_accession
27	OTU_97.7051.0	GCA_000239235.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.34998.0	GCA_001005905.1	2.0	s__Salinicoccus halodurans	exact_accession
27	OTU_97.455.0	GCA_000444405.1	1.0	s__Enterococcus_B faecium	exact_accession
27	OTU_97.20673.0	GCA_001457495.1	1.0	s__Staphylococcus aureus	exact_accession
27	OTU_97.41628.0	GCA_000227605.1	0.17154742952		unmapped
27	OTU_97.41628.1	GCA_001941485.1	0.82845257048	s__Corynebacterium frankenforstense	exact_accession
27	OTU_97.6722.1	GCA_000185985.2	0.00378573223906	s__Blochmanniella vafra	exact_accession
27	OTU_97.6722.0	GCA_000287355.1	0.996214267761	s__GCF-000287355 sp000287355	exact_accession
27	OTU_97.15976.0	GCA_000723505.1	0.638351740125	s__Mucinivorans hirudinis	exact_accession
27	OTU_97.25926.0	GCA_000265545.1	1.0		unmapped
27	OTU_97.37841.0	GCA_000231905.1	1.0	s__Streptococcus suis	exact_accession
27	OTU_97.34260.0	GCA_000017005.1	1.0	s__Streptococcus gordonii	exact_accession
27	OTU_97.21242.0	GCA_000769635.1	0.830128371578	s__Corynebacterium ulcerans	exact_accession
