sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
13	OTU_97.34621.0	GCA_001558275.1	1.0		unmapped
13	OTU_97.41539.0	GCA_001932715.1	1.0	s__Streptococcus agalactiae	exact_accession
13	OTU_97.36183.0	GCA_000011265.1	3.90361014183	s__Staphylococcus aureus	exact_accession
13	OTU_97.36183.1	GCA_001880265.1	0.0963898581665	s__Staphylococcus aureus	exact_accession
13	OTU_97.35050.0	GCA_001697605.1	53.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.32152.0	GCA_000159535.2	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.27214.0	GCA_001717665.1	2.0	s__Staphylococcus aureus	unique_assembly_core
13	OTU_97.7004.0	GCA_001307235.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.24447.0	GCA_001653315.1	0.413867424282	s__Corynebacterium pseudotuberculosis	exact_accession
13	OTU_97.41740.0	GCA_001941465.1	1.0	s__Corynebacterium flavescens	exact_accession
13	OTU_97.34663.1	GCA_000025085.1	158.995638991	s__Staphylococcus lugdunensis	exact_accession
13	OTU_97.34663.0	GCA_001548295.1	1.00436100874	s__Staphylococcus aureus	exact_accession
13	OTU_97.39762.0	GCA_001515745.1	2.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.26944.0	GCA_000027045.1	4.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.45365.1	GCA_000211075.1	0.920459959208	s__Streptococcus pneumoniae	exact_accession
13	OTU_97.10505.0	GCA_000253215.1	11.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.34032.1	GCA_001725965.1	1.33225701413	s__Staphylococcus aureus	exact_accession
13	OTU_97.34032.0	GCA_000967365.1	0.66774298587	s__Staphylococcus aureus	exact_accession
13	OTU_97.3717.0	GCA_001717705.1	1.0	s__Staphylococcus aureus	unique_assembly_core
13	OTU_97.31367.0	GCA_000010185.1	8.0	s__Finegoldia magna_H	exact_accession
13	OTU_97.20828.0	GCA_000191465.1	34.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.24447.1	GCA_000442645.1	1.58613257572	s__Corynebacterium maris	exact_accession
13	OTU_97.29687.0	GCA_001697925.1	1.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.39824.0	GCA_001642085.1	1.0	s__Streptococcus pantholopis	exact_accession
13	OTU_97.30055.0	GCA_001701005.1	2.0	s__Staphylococcus carnosus	exact_accession
13	OTU_97.161.0	GCA_000385905.1	1.0	s__Salmonella enterica	exact_accession
13	OTU_97.9674.0	GCA_001643035.1	10.1788148946	s__Corynebacterium glutamicum	exact_accession
13	OTU_97.9674.1	GCA_000819445.1	62.8211851054	s__Corynebacterium humireducens	exact_accession
13	OTU_97.9680.0	GCA_000185885.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
13	OTU_97.3568.0	GCA_000600005.1	0.0685984632279	s__Snodgrassella alvi	exact_accession
13	OTU_97.3568.1	GCA_001698045.1	39.9314015368	s__Neisseria meningitidis	exact_accession
13	OTU_97.25856.0	GCA_000769575.1	2.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.17807.0	GCA_001866985.1	1.0	s__Corynebacterium pseudotuberculosis	exact_accession
13	OTU_97.34830.0	GCA_000253135.1	4.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.7325.0	GCA_000009405.1	3.0	s__Staphylococcus carnosus	exact_accession
13	OTU_97.34832.0	GCA_000024585.1	14.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.19931.0	GCA_001027105.1	2.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.17905.0	GCA_001698065.1	1.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.32148.0	GCA_000382905.1	16.0	s__Corynebacterium glutamicum	exact_accession
13	OTU_97.24774.0	GCA_001697885.1	1.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.3136.0	GCA_001697785.1	3.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.44585.0	GCA_000009645.1	690.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.25628.0	GCA_000382985.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.13374.0	GCA_001888185.1	1.0	s__Phaeobacter porticola	exact_accession
13	OTU_97.35010.0	GCA_001900185.1	19.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.31710.0	GCA_000009585.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.20673.0	GCA_001457495.1	2.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.34817.0	GCA_000494875.1	6.0	s__Staphylococcus warneri	exact_accession
13	OTU_97.35901.0	GCA_000816165.1	4.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.1223.0	GCA_001697445.1	26.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.10046.0	GCA_001028645.1	1.0	s__Staphylococcus capitis	exact_accession
13	OTU_97.9182.0	GCA_001697425.1	29.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.34668.0	GCA_000816085.1	0.131781046023	s__Staphylococcus hyicus	exact_accession
13	OTU_97.34668.1	GCA_001956655.1	0.868218953977	s__Staphylococcus epidermidis	unique_assembly_core
13	OTU_97.34717.0	GCA_001515705.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.32626.0	GCA_000145595.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.33590.0	GCA_001465755.1	1.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.22464.0	GCA_000189495.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
13	OTU_97.6638.0	GCA_001697565.1	3.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.1873.1	GCA_000215665.1	0.99981233841	s__Corynebacterium ulcerans	exact_accession
13	OTU_97.1873.0	GCA_001021045.1	4.00018766159	s__Corynebacterium testudinoris	exact_accession
13	OTU_97.35999.0	GCA_001188895.1	2.0	s__Staphylococcus coagulans	exact_accession
13	OTU_97.42267.0	GCA_001682255.1	1.0		unmapped
13	OTU_97.37297.1	GCA_001548415.1	9.94637821593	s__Staphylococcus aureus	exact_accession
13	OTU_97.37297.0	GCA_001611345.1	10.0536217841	s__Staphylococcus aureus	exact_accession
13	OTU_97.14774.0	GCA_001697845.1	876.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.35048.0	GCA_000007645.1	13.0	s__Staphylococcus epidermidis	exact_accession
13	OTU_97.508.0	GCA_000219875.1	1.0	s__Alicyclobacillus acidocaldarius_A	exact_accession
13	OTU_97.32557.0	GCA_000967385.1	2.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.3579.0	GCA_000191525.1	46.0	s__Neisseria meningitidis	exact_accession
13	OTU_97.25427.1	GCA_001697305.1	51.5423414511	s__Neisseria meningitidis	exact_accession
13	OTU_97.25427.0	GCA_001697725.1	24.4576585489	s__Neisseria meningitidis	exact_accession
13	OTU_97.42478.0	GCA_000815165.1	5.0	s__Staphylococcus aureus	exact_accession
13	OTU_97.41608.0	GCA_001267845.1	0.121513100918	s__Streptococcus pyogenes	exact_accession
