sample	source_genome_id	source_accession	raw_abundance	gtdb_species	mapping_method
16	OTU_97.7235.0	GCA_001465635.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.36183.0	GCA_000011265.1	0.975902535458	s__Staphylococcus aureus	exact_accession
16	OTU_97.36183.1	GCA_001880265.1	0.0240974645416	s__Staphylococcus aureus	exact_accession
16	OTU_97.44616.0	GCA_000751035.1	1.0	s__Staphylococcus epidermidis	exact_accession
16	OTU_97.27214.0	GCA_001717665.1	1.0	s__Staphylococcus aureus	unique_assembly_core
16	OTU_97.34663.1	GCA_000025085.1	5.96233646217	s__Staphylococcus lugdunensis	exact_accession
16	OTU_97.34663.0	GCA_001548295.1	0.0376635378277	s__Staphylococcus aureus	exact_accession
16	OTU_97.31767.0	GCA_000815205.1	2.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.34032.1	GCA_001725965.1	0.666128507065	s__Staphylococcus aureus	exact_accession
16	OTU_97.34032.0	GCA_000967365.1	0.333871492935	s__Staphylococcus aureus	exact_accession
16	OTU_97.31367.0	GCA_000010185.1	3.0	s__Finegoldia magna_H	exact_accession
16	OTU_97.26084.0	GCA_000815125.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.25856.0	GCA_000769575.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.44585.0	GCA_000009645.1	41.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.7051.0	GCA_000239235.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.16059.0	GCA_001045995.2	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.34817.0	GCA_000494875.1	1.0	s__Staphylococcus warneri	exact_accession
16	OTU_97.44237.0	GCA_000091725.1	5.0	s__Propionibacterium freudenreichii	exact_accession
16	OTU_97.37297.1	GCA_001548415.1	1.98927564319	s__Staphylococcus aureus	exact_accession
16	OTU_97.37297.0	GCA_001611345.1	2.01072435681	s__Staphylococcus aureus	exact_accession
16	OTU_97.35048.0	GCA_000007645.1	2.0	s__Staphylococcus epidermidis	exact_accession
16	OTU_97.41892.1	GCA_001506845.1	0.956205001103	s__Campylobacter_D jejuni	exact_accession
16	OTU_97.41892.0	GCA_000835285.1	0.0437949988973	s__Campylobacter_D jejuni	exact_accession
16	OTU_97.42478.0	GCA_000815165.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.37739.0	GCA_900004855.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.409.0	GCA_001641025.1	2.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.36530.0	GCA_001515685.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.35920.0	GCA_000011525.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.41463.0	GCA_000452385.2	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.34014.1	GCA_001717685.1	0.871741995644	s__Staphylococcus aureus	unique_assembly_core
16	OTU_97.34014.0	GCA_900092595.1	0.128258004356	s__Staphylococcus aureus	exact_accession
16	OTU_97.45246.0	GCA_000831165.1	1.0	s__Streptococcus hominis	exact_accession
16	OTU_97.38699.0	GCA_001640905.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.15632.0	GCA_001717975.1	0.604413169724		unmapped
16	OTU_97.15632.1	GCA_000382965.1	0.395586830276	s__Staphylococcus aureus	exact_accession
16	OTU_97.35712.0	GCA_001975005.1	9.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.35124.0	GCA_001027045.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.14171.0	GCA_001682335.1	1.0	s__Staphylococcus pseudintermedius	exact_accession
16	OTU_97.34382.0	GCA_000332735.1	3.0	s__Staphylococcus warneri	exact_accession
16	OTU_97.42098.0	GCA_001594205.1	1.0	s__Staphylococcus aureus	exact_accession
16	OTU_97.37290.0	GCA_001683315.1	1.0	s__Staphylococcus equorum	exact_accession
