sample	gtdb_species	truth_raw_abundance	truth_abundance
14	s__Acetobacterium woodii	0.278791063475	0.0020349712662408002
14	s__Bordetella holmesii	1.0	0.00729927007299243
14	s__Carnobacterium maltaromaticum	1.0	0.00729927007299243
14	s__Carnobacterium_B sp000195575	1.0	0.00729927007299243
14	s__Cellulosilyticum lentocellum	1.0	0.00729927007299243
14	s__Corynebacterium argentoratense	1.0	0.00729927007299243
14	s__Haemophilus influenzae	1.0	0.00729927007299243
14	s__Hungateiclostridium thermocellum	0.987415487248	0.007207412315678565
14	s__Lachnoclostridium phytofermentans	2.0	0.01459854014598486
14	s__Lachnospira eligens	0.721208936525	0.005264298806751629
14	s__Mageeibacillus indolicus	1.0	0.00729927007299243
14	s__Parabacteroides distasonis	1.0	0.00729927007299243
14	s__Phocaeicola dorei	1.0	0.00729927007299243
14	s__Propionibacterium freudenreichii	7.0	0.05109489051094701
14	s__Ruminiclostridium_D cellulosi	0.0125845127516	9.185775731094549e-05
14	s__Staphylococcus aureus	84.0439407941359	0.6134594218549838
14	s__Staphylococcus carnosus	1.0	0.00729927007299243
14	s__Staphylococcus equorum	1.0	0.00729927007299243
14	s__Staphylococcus lugdunensis	6.95605920587	0.05077415478737038
14	s__Staphylococcus warneri	11.0	0.08029197080291672
14	s__Streptococcus agalactiae	3.0	0.021897810218977288
14	s__Streptococcus equi	0.0956244283677	0.000697988528231361
14	s__Streptococcus hominis	2.0	0.01459854014598486
14	s__Streptococcus pneumoniae	1.9999999999998999	0.014598540145984128
14	s__Streptococcus pseudopneumoniae	1.0	0.00729927007299243
14	s__Streptococcus pyogenes	1.9043755716319999	0.013900551617751307
14	s__Streptococcus thermophilus	2.0	0.01459854014598486
14	s__Veillonella parvula	1.0	0.00729927007299243
